candidate_uid,platform_vendor_id,cohort_id,cohort_seller_uid,item_uid,source_dataset,source_record_index,source_csv_line_number_end,source_sequence,transaction_id,title,category,description,item_record_sha256,manifest_row_sha256
v8_identity_control_component_closure_3dfde0a07d14f765d0dac0a8,424309,B,products_data.csv|identity_control|seller_id:424309|cohort:B,products_data.csv|record:635|sha256:2187caadf98401c0a0d2,products_data.csv,635,636,139,40402,在家制作GHB乖乖水,技术服务[非教程],GHB，又叫迷奸水，乖乖水，是一种起效强的精神药物。  本内容提供两个制备路线，所得产物分为固体和液体，自己根据自身情况使用。  所有原料都简单易得。,2187caadf98401c0a0d2a1ebfa4f664c17769d9921527c0b14af87f02cb01f1c,f233dce1e8ab3303dfaa611576a59e45b3764f56209eae0206891702285d44d5
v8_identity_control_component_closure_3dfde0a07d14f765d0dac0a8,424309,B,products_data.csv|identity_control|seller_id:424309|cohort:B,products_data.csv|record:657|sha256:fdb1c2bba91c6e4b6b62,products_data.csv,657,658,161,40401,致幻剂DMT的制作流程,技术服务[非教程],"化学名称：dimethyl benzene-1,4-dicarboxylate 分子式：C10H10O4 分子量：194.184 二甲基色胺属于第一类精神药品，是人工合成的致幻剂。",fdb1c2bba91c6e4b6b6280d123c1d485a5d13a4d00f985a01500605ab8a9da06,5cfa4ac62308bf6b9c87ab415e53a9683adb656475095040b80d440eb04f77e9
v8_identity_control_component_closure_3dfde0a07d14f765d0dac0a8,424309,B,products_data.csv|identity_control|seller_id:424309|cohort:B,products_data.csv|record:757|sha256:52d0b0b679a0d85a6e29,products_data.csv,757,758,262,40403,在家提取可卡因,技术服务[非教程],在家就可以提取可卡因，前提是你必须要自己有种植古柯叶。  不同于安非他命和ketamin是合成药物。  可卡因是从植物中提取的，  所以只要你能弄到古柯叶就可以按此方法提取。,52d0b0b679a0d85a6e2923ce65dc063b3867de4c05da955bf9bee1ae360bd130,36cbe6e825ad8a49e60e35991931fe9a8b8a0ec67cd7186bcc31bd8a79a62c7b
v8_identity_control_component_closure_49cdba70dac9532f1b6e5328,402832,A,products_data.csv|identity_control|seller_id:402832|cohort:A,products_data.csv|record:2035|sha256:9faab8219d91a7a04164,products_data.csv,2035,2036,153,34085,出售四件套支付宝btc交易所pos机等,实体发货商品,实力卡商，中介勿扰，薄利多销，谢绝议价  四件套=2000元/套=20份 四件套+支付宝=2500元/套=25份 四件套+交易所=2700元/套=27份 四件套+pos机=3500元/套=35份 四件套+支付宝+交易所=3000元/套=30份  预留手机号=联通/移动可选可选，国漫加拍一份/ 交易所=火币/okex/coincola/gate/aex/zb可选 质保二月，司法冻结不包解冻。  不能直发境外，请中转提货。,9faab8219d91a7a04164c90645e554c486fdcbd390c5677810e4070a0cd0a912,2557e6ab3f8371f6a48d2d81d37376711fce7446777aa22f468c8156b827e27e
v8_identity_control_component_closure_49cdba70dac9532f1b6e5328,402832,A,products_data.csv|identity_control|seller_id:402832|cohort:A,products_data.csv|record:2038|sha256:522e33624ad66eb8b221,products_data.csv,2038,2039,156,29607,高性价银行四件套交易所实名账户实名认证激活POS机全方位服务,实体发货商品,行业内黑吃黑现象屡见不鲜，便宜货不便宜！为解决各位黑产大佬资金困扰，我们特推出以下四件套套餐以供选择。我们专注于四件套行业，并且决议只赚这一块的良心钱，希望未来能够与各位大佬建立长期永久的合作关系！质量保证，同时谢绝议价！感谢！    1.纯四件套：2000元每套。银行卡，预留电话号码手机卡，网银盾，身份证正反照  2.带微信实名认证账户+四件套：2500每套  3.带支付宝实名认证账户+四件套：2500每套  4.四件套+微信号+支付宝：3000每套  5.四件套+交易所：3000每套。可赠送微信/支付宝账号之一  6.四件套+实名认证激活POS机：5500元每套 含激活费    网银转账每日额度500万。交易所每日提币额度300BTC，交易不限额    以上，保质期3个月，3个月内绝对保证卡主不挂失。  3个月后用完不再用的话客户自行销毁，把卡剪掉。若仍需用，则每月续用费用为以上每项价目的50%  保证一手卡原，可控可靠，资金无忧！！！  我们致力深耕这一产业，希望最大限度满足你的需求！ 下单时留言区说明你需要的项目，按照对应价目拍单。每份15美元=100元。如2000元的，则拍下20份！拍下后留下收获信息，最迟不过第二日下午五点发货。量特大的需要备货期7天，50套以上可派小弟专门送货到你指定地点！    价目已经很清晰了，所以各位大佬可以放心直接拍，谢绝议价！,522e33624ad66eb8b221780fe82b144be5851d7c1f01e10f0f8c46a339584822,bdbf4e3f9a5a1ed6d9e1b5b5b93dfef4d951435d4e131700e375e851ae78db60
v8_identity_control_component_closure_49cdba70dac9532f1b6e5328,402832,B,products_data.csv|identity_control|seller_id:402832|cohort:B,products_data.csv|record:2037|sha256:d9f4ae3c3e23018a5cf4,products_data.csv,2037,2038,155,29279,2000元出售最高质四件套资金无忧安心使用,实体发货商品,行业内黑吃黑现象屡见不鲜，便宜货不便宜！为解决各位黑产大佬资金困扰，我们特推出以下四件套套餐以供选择。我们专注于四件套行业，并且决议只赚这一块的良心钱，希望未来能够与各位大佬建立长期永久的合作关系！质量保证，同时谢绝议价！感谢！    1.纯四件套：2000/set。银行卡，预留电话号码手机卡，网银盾，身份证正反照  2.带微信实名认证账户+四件套：2500每套  3.带支付宝实名认证账户+四件套：2500每套  4.四件套+微信号+支付宝：3000每套  5.四件套+交易所：3000每套。可赠送微信/支付宝账号之一  网银转账每日额度500万。交易所每日提币额度300BTC，交易不限额  以上，保质期3个月，3个月内绝对保证卡主不挂失。  3个月后用完不再用的话客户自行销毁，把卡剪掉。若仍需用，则每月续用费用为以上每项价目的50%  保证一手卡原，可控可靠，资金无忧！！！  我们致力深耕这一产业，希望最大限度满足你的需求！  下单时留言区说明你需要的项目，按照对应价目拍单。每份15美元=100元。如2000元的，则拍下20份！拍下后留下收获信息，最迟不过第二日下午五点发货。量特大的需要备货期7天，50套以上可派小弟专门送货到你指定地点！。  价目已经很清晰了，所以各位大佬可以放心直接拍，不接受议价。非常时期，各项风控成本都很高，利润已经很低了！,d9f4ae3c3e23018a5cf4af181f9aafe3eaab9b8b395ad8c6e2d027267940cddc,c9542eec2b36be063cf53d359633d1298952a079b753948905fc41d42ade5a3b
v8_identity_control_component_closure_49cdba70dac9532f1b6e5328,402832,B,products_data.csv|identity_control|seller_id:402832|cohort:B,products_data.csv|record:2052|sha256:00134108229b99c81f22,products_data.csv,2052,2053,170,28174,1000元四件套出售火币okex交易所高级实名认证账户,实体发货商品,1.普通四件套：1000一套。银行卡，预留电话号码手机卡，网银盾，身份证正反照  2.带微信实名认证账户+四件套：1500一套  3.带支付宝实名认证账户+四件套：1500一套  4.四件套+交易所高级实名认证账户：2000一套  5.四件套+微信/支付宝+交易所：2500一套  网银转账每日额度1000万。交易所每日提币额度300BTC，交易不限额    以上，保质期2个月，2个月内绝对保证卡主不挂失。  2个月后用完不再用的话客户自行销毁，把卡剪掉。若仍需用，则每月续用费用为以上每项价目的50%    保证一手卡原，可控可靠，资金无忧！！！    普通四件套每月1000套的量，带微信/支付宝/交易所账户的，每月100-200左右的量。    我们致力深耕这一产业，希望最大限度满足你的需求！    下单时留言区说明你需要的项目，按照对应价目拍单。每份15美元=100元。如2000元的，则拍下20份！拍下后留下收获信息，最迟不过第二日下午五点发货。量特大的需要备货期7天，50套以上可派小弟专门送货到你指定地点！拍下可见Tg号码。    价目已经很清晰了，所以各位大佬可以放心直接拍，不接受议价。非常时期，各项风控成本都很高，利润已经很低了！,00134108229b99c81f2236ada1ce738ae3bdff63adc744a60ea71218383bbdf5,e1b439f33243b3531803f13163ecab566d36529a160527e2fa8042cc4c0f2ab1
v8_identity_control_component_closure_4fe98b48893d57835943891e,344175,A,products_data.csv|identity_control|seller_id:344175|cohort:A,products_data.csv|record:602|sha256:785610974ac5541351f2,products_data.csv,602,603,105,36795,AI人工换脸技术用处自己开发自动发货,技术服务[非教程],AI人工换脸技术，用处自己开发，自动发货  表网的一些换脸视频用的都是这套技术，包括做的一些明星网红艳照门等等  小白可根据教程也能轻松做出自己想要的，但这不像过人脸只是简单点头摇头等，这是一个换脸视频操作，你可以把它当成过人脸的升级款，但只要你肯花时间研究，我相信它绝对会比任何过人脸的软件做出来的更加完美，当然技术软件只是个工具，真正落实的是在于你们，用处就由你们自己开发，我就不一一讲解了。  整套包含新老版本，以及使用教程，视频教程和图文教程以及需要用到的辅助工具，一应俱全。  同样的，由于低价出售，故不提供售后讲解，因为视频中已经将得很清楚了  另外在购买之前请确保您的电脑性能问题，那种老电脑请谨慎，能跑，但是会慢，建议配置运行内存不要小于4G，处理器至少I3或者更高，当然如果你是电脑高手当我没说   购买前请注意：虚拟资源可复制，一经购买，禁止退款。 tip：以下理由进行退款的一概不接受，望周知 1、这些网站我有啊，我已经看过了 2、不想要，看不懂,785610974ac5541351f21eb6e2eca09e36500bce1423b2e47c7537d6435f0b95,dd5cf50c446c7a92835852429ce4d59264ad58cc606fc076813c28dcef38678c
v8_identity_control_component_closure_4fe98b48893d57835943891e,344175,A,products_data.csv|identity_control|seller_id:344175|cohort:A,products_data.csv|record:632|sha256:297b4100551db9f82b8c,products_data.csv,632,633,136,38364,美国几十所知名大学学生证护照及身份证PSD模板分层和仿制方法,技术服务[非教程],自动发货 绝对干货，重量级  美国几十所知名大学学生证护照及身份证PSD模板分层文件以及它们的仿制方法，里面有字体文件，PSD分层文件等等  用途很多，我就不一一介绍了，PSD源文件，想怎么修改就怎么修改，直接套模板就行了，里面也有介绍教你如何仿制的方法  简单操作，轻松上手，不需要你很会PS，你只需要把需要的照片啥的拉进模板，修改文字，修改大小即可  具体可直接拍  购买前请注意：虚拟资源可复制，一经购买，禁止退款。 tip：以下理由进行退款的一概不接受，望周知 1、这些我有啊，我已经看过了 2、不想要，看不懂,297b4100551db9f82b8ce46103aad5dbd2c7a69b74863d710e5f1ec4347be0a3,f4448141e7c78007706139b41dc6497196f50dca6168aa832249d1c491165b24
v8_identity_control_component_closure_4fe98b48893d57835943891e,344175,A,products_data.csv|identity_control|seller_id:344175|cohort:A,products_data.csv|record:794|sha256:df2931eddb38b635c6dd,products_data.csv,794,795,299,33765,安卓手机模拟器改机破解抹机改定位,技术服务[非教程],安卓手机修改物理位置抹机破解，让你每时每刻拥有“最新手机”，包含修改国内定位，国内短信接码，注册软件等，视频教学，为您掘金之路如虎添翼. 若有需要可私信我提取一份手机撸货教程参考  拍下为自动发货  虚拟产品易复制，不可退,df2931eddb38b635c6dd8184ec988ac7074edd4d25ee27238573b68947087fda,a294f002f753b17cc140f1678738b7854281458cdc09258d09814d6c94e900a7
v8_identity_control_component_closure_4fe98b48893d57835943891e,344175,B,products_data.csv|identity_control|seller_id:344175|cohort:B,products_data.csv|record:1813|sha256:cf8f061b21edf9947a37,products_data.csv,1813,1814,229,36250,黄网教程目前最全面的教程包含源码x钱等等一应俱全拍下自动发货,教程与文档,"黄网教程目前最全面的教程，包含源码洗钱等等一应俱全，拍下自动发货  如果你是小白没有建站基础,一步 一步的按照教程来操作 那就绝对没有问题了 重点1，关于数据采集,采集出来的,有好多都是无效地址的,后台一键删除就OK 重点2，投资小,给大家算下.服务器360+域名60=420 全部搞定  要知道最不缺流量的地方就是黄网、搭建起来后可用来引流、赚钱、或者是做别的项目也许这时可能很多大牛会说了，现在什么阿猫阿狗都来坑钱了。不就是搭建个网站吗 有什么难的但是我这里不同的是教搭建黄站，包括后面还有一些事情要准备：比如说如何避免被网警追查、以及避免网站被墙 还有防止别人对你网站发起攻击、甚至是脱裤的防止、包括一些防止被查的方法、还有就是怎么去收款。 从最基础开始 ：域名的选择和购买 还有就是空间的操作，以及怎么样去配置好源码，这里只提供教的方法，片源和网站的源码我都会给你准备好。    购买前请注意：虚拟资源可复制，一经购买，不可随意退款。 这也是本人目前在操作的项目之一，有想法也可以在站内信互相探讨。  小本买卖，高抬贵手，收货后请尽快放币，谢谢支持",cf8f061b21edf9947a3741ac6c3d05c70373356a15ea5bb539b91f5a7bc182ad,240d587f4bd4cb660b03310aa98ad24f682d6e607752587aee480108dc05fd6a
v8_identity_control_component_closure_4fe98b48893d57835943891e,344175,B,products_data.csv|identity_control|seller_id:344175|cohort:B,products_data.csv|record:1882|sha256:4a955d5ac14110572183,products_data.csv,1882,1883,298,30239,过人脸教程套餐+加过视频教程，自动发货,教程与文档,过人脸教程套餐+加过视频教程，自动发货。 本教程配套齐全，包含了软件+各种眨眼 张嘴 点头 摇头得脚本和制作方法等，按着教程来，一步步，慢慢操作几遍就会熟练掌握。  支持大部分app的活体认证。  由于低价出售，不提供售后讲解。  第二版是一套过视频教程，在过人脸的技术上进行的升级，原先的过人脸只不过点头摇头张嘴等，这套可以进行说话，更加丰富面部表情，更加逼真。  拍下后自动发货。  购买前请注意：虚拟资源可复制，一经购买，禁止退款。 tip：以下理由进行退款的一概不接受，望周知 1、这些网站我有啊，我已经看过了 2、不想要，看不懂  小本买卖，高抬贵手，收货后请尽快放币，谢谢支持,4a955d5ac141105721830fde481617ff7d64b94b35fe37d55be0e494db07ecff,972836a38459c5f5aa0e5cb919d03b20224c5d26fa3c57c6890be6bef1ae9fcc
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,A,products_data.csv|identity_control|seller_id:14820|cohort:A,products_data.csv|record:1896|sha256:d42965858b00eb188f87,products_data.csv,1896,1897,12,17684,出售防卫电棍和喷雾,实体发货商品,"心脏病人群不可用，效果：一头牛电三秒会站不住。电棍长的280块 中长250块 中200 短的170 喷雾100一瓶买两瓶送一瓶。交易方式是论坛下单快递邮寄,换算多少美金就下多少份单。有需要可以下单或留言。",d42965858b00eb188f874ac2ef0c3a8b686286eca3f92c1d693587eb0c6070b5,fe8c7d4ef48a99a6fbb37e05792f625634cb09466ba733625941441030643735
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,A,products_data.csv|identity_control|seller_id:14820|cohort:A,products_data.csv|record:1897|sha256:47058ec1f1cfcc4db1dc,products_data.csv,1897,1898,13,18241,出售实名常规卡流量卡注册卡131517开头,实体发货商品,实名13，15开头移动联通实名卡，套餐19，24，39月租可选。价格300元 ，单张可发   实名17开头移动联通实名卡，可打接电话，余额20月租3元。价格120元，十张起发    实名17开头0月租注册卡，短信0.1一条，余额0。 可接语音码，不能打电话能接电话收短信，价格十张起发28元一张    流量卡，移动月租分6元3G 9元5G 12元7G和16元10G。联通月租分10元4G 15元6G 20元10G 30元18G和50元35G。电信卡月租分10元10G 19元30G 29元60G 39元100G和49元120G。价格30元一张卡    所有标价为人民币价格下单请拍下相应的单数  所有卡邮费到付    下单后快递送货,47058ec1f1cfcc4db1dc53675ba990201dd3b23b308e1f67549a695a496720e4,29999402128db100dbaa047e809f627445cfa23b3e2accf37f2058481d0ba2ab
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,A,products_data.csv|identity_control|seller_id:14820|cohort:A,products_data.csv|record:1937|sha256:1381cf0a76675d0d6325,products_data.csv,1937,1938,55,37662,可代充流量卡300g流量卡200g流量卡和香港电话卡,实体发货商品,69元一月300G 59元一月200G 39元一月100G 可代充，代充费另加15%。 要的话下2单份。充值另算看充多少而定 香港电话卡余额48元，可上网打接电话注册微信绑定微信100元一张下5单份 邮费到付,1381cf0a76675d0d63252d0896ac61014d8acd3b7b8a14395238ce30773ede73,e8567f80d528b42615372f14bd525429d1c381a43e36fde489db7bc5ec12c45d
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,A,products_data.csv|identity_control|seller_id:14820|cohort:A,products_data.csv|record:1942|sha256:0eaa0fa4fc33eda3675c,products_data.csv,1942,1943,60,29305,大弓弩,实体发货商品,大黑鹰一代530(数字是人民币价格) 大黑鹰二代720 黑曼巴550 眼镜蛇300 小飞狼一代350 小飞狼二代300 尼罗鄂530 赵式34D600 折叠k180，720 正品黑曼巴c720 以上弓弩带喵剑钢珠 运费40元(另加) 需要的下好单留下地址电话物流发货,0eaa0fa4fc33eda3675c3e3ce39dedede17000e0b108048bb120d82bb47b8e84,d516efa8f1160d926b5abb7295c1685fa5e83da406754039ec6dd162431fa24d
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,A,products_data.csv|identity_control|seller_id:14820|cohort:A,products_data.csv|record:2072|sha256:f5ded5a418e0610109d9,products_data.csv,2072,2073,190,19086,出售国际漫游实名手机卡带服务密码实名手机卡,实体发货商品,国际漫游实名13开头手机卡 月租0元 10元 24元 价格320元    带服务密码实名13开头手机卡 月租8元 19元 58元 价格320    实名13开头手机卡 月租8元 19元 24元 价格320    所有标价为人民币价格下单请拍下相应的单数  所有卡邮费到付    下单后快递送货,f5ded5a418e0610109d9b4a56afc2155acceb63d372ae2c5b1b2a465600f39bd,f5158b15394b85d3543ac9eaacd6b6f52fcb083aae442a479c0f700ca5a3ef53
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,B,products_data.csv|identity_control|seller_id:14820|cohort:B,products_data.csv|record:1899|sha256:988eb24689a4d2d2f9ec,products_data.csv,1899,1900,15,18567,出售各种香烟中华200一条抽的都说好,实体发货商品,最新价格，因厂家调动价格 本帖也更新一下信息，    硬中华225元，软中华245元，港澳免税软中华220元。    黄芙蓉王150元    木盒九五至尊350元。木盒1916黄鹤楼350元。  木盒和天下450元木盒荷花390元    一条包邮（发湖南加10元邮费）部分省份快递进不去下单前报下地区  下单价格根据实时汇率相应的份数,988eb24689a4d2d2f9ecaa606c7e05d2d3c56b9862cfa39121b85ec24ae41825,60a4e5675fc36704c394305df5d0fce27dcf6da0ab2cff55dbf2cee7b04405b0
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,B,products_data.csv|identity_control|seller_id:14820|cohort:B,products_data.csv|record:1935|sha256:7399064cfcba5f783bbf,products_data.csv,1935,1936,53,22411,小弓弩有兴趣的来一个玩玩,实体发货商品,小玩具配置:红外 备用线 钢珠 5支箭 330元  需要的可留言或自行换算下单。留下地址电话快递邮寄,7399064cfcba5f783bbfe8564ff70d3820d0131d9c39b74584afab561cacd991,0a6da07f3d279ef1d75f66502d1396b72fc6f26a6fe711c15314a7ee2fb44f28
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,B,products_data.csv|identity_control|seller_id:14820|cohort:B,products_data.csv|record:1950|sha256:c0e19ddda9cdb390ffcf,products_data.csv,1950,1951,68,18565,500G流量卡300G流量卡无限流量手机卡,实体发货商品,"69元包500G  59元套餐包300G  49元包150G的流量卡出售。  500G,300G,150G的卡50元一张      邮费到付 不能收到付的把邮费拍在单里",c0e19ddda9cdb390ffcffaa77b668fb720eff7e02a53c9c1a29e1607f569f382,c0df05b74f99ae5d4469ef4e294c2bc25a7ac60ea57522fea8a95fa60ad26747
v8_identity_control_component_closure_69e628a375fb72539451d0d5,14820,B,products_data.csv|identity_control|seller_id:14820|cohort:B,products_data.csv|record:1968|sha256:523b2bf3ca979c2005c2,products_data.csv,1968,1969,86,23275,神器 喜欢的来一个玩玩,实体发货商品,蝰蛇:32大瞄 渔轮 价格500,523b2bf3ca979c2005c2a8385ca13f691a91b34d6119de1d65461c2b5af95c53,266ee2a9ef38b85f6545b0ca28f0eb012f51ff65e15acd9b3de80b4f90cc8923
v8_identity_control_component_closure_6df4ed5f5ee82e0f74749e8f,525098,A,products_data.csv|identity_control|seller_id:525098|cohort:A,products_data.csv|record:791|sha256:6d745141ac785c516400,products_data.csv,791,792,296,35535,化学药品工艺打包自动发货,技术服务[非教程],1：此贴为教程出售，因为教程有可复制性，一经售出，不以任何借口任何理由退款  2：此教程为图文教程  3： 其中需要的的工具，一般的五金建材店都可以买到  4：保证教程的真实性可用性与可操作性  再次声明：此教程为图文教程，一经售出，概不接受任何理由的退款，有不明白的地方可以通过留言咨询,6d745141ac785c5164009c18b0b267a2e5f338e62fa7c0f6e62431d02beb1268,23221faa0eaaa153c622e5185c3203a77ce2fa0c891a4cb0187ca23272356f62
v8_identity_control_component_closure_6df4ed5f5ee82e0f74749e8f,525098,A,products_data.csv|identity_control|seller_id:525098|cohort:A,products_data.csv|record:1859|sha256:6123b247957692116dc1,products_data.csv,1859,1860,275,35464,钓鱼网站搭建教程,教程与文档,虚拟产品具有复制性，一经购买拒绝退款，已设置自动发货，下载链接就在第一帖里，链接失效私信联系我补链接。,6123b247957692116dc152b868a0411129eb216912bda1b51478ebaf8eccf7e4,89143cd16385cf4fcd26a665056e2065ef384700c9fd84f928ae270e4e24414b
v8_identity_control_component_closure_6df4ed5f5ee82e0f74749e8f,525098,A,products_data.csv|identity_control|seller_id:525098|cohort:A,products_data.csv|record:1894|sha256:c1a69108932dca5d1e86,products_data.csv,1894,1895,10,35866,迷奸药Rohypnol氟硝西泮,实体发货商品,流言： 夜店中存在着危险的迷奸药“Rohypnol 中文名 氯硝西泮”和“Progesterex”，它们可以溶于饮料，服用了“Rohypnol”之后，受害人会无法想起迷奸经过，而“Progesterex”的危害更为可怕，可使女性终生无法怀孕。 真相： 要理清事实，首先要弄明白流言中的两种迷药“Rohypnol”和“Progesterex”究竟是何方神圣。 “Rohypnol”是一种现实存在的药物，其通用名为氟硝西泮，或称氟硝安定。“Rohypnol”是罗氏公司为氟硝西泮取的商品名。氟硝西泮是一种苯二氮卓类的镇静催眠药，与人们熟知的安定（地西泮）为同类药物。相对安定，氟硝西泮的镇静作用更强，出现副作用的几率也较大，在临床上并不常用。 氟硝西泮有强大的镇静催眠作用，确实可以把人“迷倒”。这种药物在水中的溶解性不好，但可以溶解在乙醇中。而且，这种药物溶解后无色无味，使人难以察觉。因此，将其充分溶解在酒精饮料中加害于人是完全可能的。 氟硝西泮一类的镇静催眠药，除了可以催人入眠，还有抗惊厥、抗焦虑、松弛肌肉等多种药理作用，这其中也包括干扰人记忆的作用。镇静催眠药可以干扰新的记忆的产生，使人无法记住服药后一段时间内发生的事情，这种作用被称为“顺应性遗忘”。包括氟硝西泮在内的同类药物或多或少都有这样的作用。有的时候，这样的作用是有益的，我们可以利用这种遗忘作用减少术中知晓的发生（所谓术中知晓，是指全身麻醉进行手术的病人在手术过程中出现有意识的状态，并在手术后能回忆起手术中发生的事件。由于肌松药的作用，在手术中醒来的病人虽然意识清醒，但无法控制自己的身体，这样一种状态常使人感到严重的恐惧，可留下精神创伤，因此需要尽力避免）；不过更多的时候，“顺应性遗忘”都是作为药物的副作用出现的。 因此，流言中关于“Rohypnol”的描述是有道理的，这种药物确实可以使人忘记服药后发生的事情。在现实中，也确实存在将镇静催眠药用作迷奸药的现象，这一点值得我们警惕。 “Progesterex”，虚构的药品 流言中的另一种迷药“Progesterex”则是一种虚构的药物。在有关迷奸药的流言中，“Progesterex”被描述为“黄体激素，本来是一种避孕药丸”。而事实上，并没有这样一种药物，用“Progesterex”作为关键词检索也无法获得迷奸药流言以外的有效信息。 根据“Progesterex”这个名字以及流言中的描述猜测，编造这种药物的人所指的可能是孕激素制剂（孕激素可由黄体分泌，可作为避孕药成分，且孕激素一词“progestins”与这种“迷奸药”的名称类似）。不过，虽然有轻微的镇静作用，但孕激素并不足以把人迷倒，也没有催情作用。而且，服用较高剂量的孕激素制剂虽然可以避孕，却不会破坏女性的生殖功能，停药体内激素水平恢复后即可恢复生育能力。 关于“Progesterex”的流言，自1999年起就以电子邮件的形式在网上流传，流传期间衍生出若干版本，但核心内容大致相同，都称该药物本来用作马匹绝育（在中文版本中的描述为“消毒马匹”，疑为翻译错误），任何妇女一旦接触了这种药物将导致终生不孕。虽然没有依据，但仍有很多人信以为真，流言被翻译成多种语言，通过电子邮件、社交网站广为流传。甚至有一位英国下议院议员也对此深信不疑，并在议会上提出了针对“Progesterex”的问题。而事实上，无论是人药还是兽药的名单上，从来没有“Progesterex”这个名字。 结论：流言部分属实。 “Rohypnol”氟硝西泮确实具有成为“迷奸药”的潜质，使人无法回忆起服药后发生的事情也确有可能，对此应予以警惕。但会使受害女性终生无法怀孕的迷药“Progesterex”是不存在的。为了保护自己，建议大家尽量不要去那些可能不太安全的场所，不要接受陌生人给的食物和饮料，与不太熟悉的人一同吃饭时别让自己的餐具离开视线。   【赠送1对1服务】：收到货3天内放款的客户，我们将提供远程一对一专业医师指导服务，及更多获得管制药物或器材的方式，除了不见面，药效和服务保证 注： 1，保证品质，因难度和风险极高，故不议价，拍下后及时告知收货地址，一周左右可收到货  2，本店不售毒品！不定期更新药品种类  3，怀疑售假与怀疑超市商品一样，不购买怎么猜测也没用，我们提供测试方法，长期扎根本市场，要玩诈骗早会被封号，加上平台对买家保护力度很大，所以不需问此类问题  4，如有药物检测，批量采购，其他管制药物，线下人员服务，等等其他需求，详谈  拍下留地址 联系方式 每天在线 尽快安排发货（疫情影响）,c1a69108932dca5d1e86c9aae602aa99bd54fc67ccb7ff0282b62636ce7790a5,a5b0748f100c630ab4d620e004c5f573f04a65317ddda8acc9d715f9d09dce48
v8_identity_control_component_closure_6df4ed5f5ee82e0f74749e8f,525098,B,products_data.csv|identity_control|seller_id:525098|cohort:B,products_data.csv|record:444|sha256:f76d6ce0a30aa4402043,products_data.csv,444,445,216,36195,DDOS服务器网站攻击DDOS平台搭建流量出租价格优惠,常规服务与操作,"接DDOS服务器,网站攻击,DDOS平台搭建,流量出售,价格优惠设置1美金只是为了方便,拍前一定要联系!一定要联系沟通好价格!  服务器价格： 100G防御 55美元一小时 包天200美元 200G防御 85美元一小时 包天335美元 300G防御 115美元一小时 包天490美元  网站攻击的需事先留言  出租DDOS攻击流量150-300G国内量,一个月1400刀  搭建DDOS攻击平台(可以出售盈利),包售后包维护!初始70G攻击流量,如果需要叠加的详谈!一个月700刀  CC(网站攻击)搭建,一个月700刀,中小型网站百分百干死!  非诚勿扰,拍前请留言咨询",f76d6ce0a30aa440204367206cc6c305e94e89c3d3514298c7c1d0fe7db4ecd1,463e9b06dc87a30d32380721231b2603dc65e059aedb2d1f2b10953dcaa2264e
