pair_uid,track,matched_set_id,parent_pair_uid,review_label,seller_uid_left,seller_uid_right,split_name,component_id,fold,evidence_type,silver_train_only,training_sample_weight,seed,variant_index,transform,synthetic_train_only,benchmark_eligible,independent_real_sample,fabricated_identifier_count,fabricated_market_or_provenance
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v00/right,primary,primary_matched_011,market_item.xlsx|中文暗网交易市场|seller_raw:333110||market_item.xlsx|中文暗网交易市场|seller_raw:375149,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v00/right,train,zh_target_strict_cc_03788caa8b8ddae2,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v01/right,primary,primary_matched_011,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:526920,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v01/right,primary,primary_matched_011,market_item.xlsx|中文暗网交易市场|seller_raw:333110||market_item.xlsx|中文暗网交易市场|seller_raw:375149,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_011/positive/v01/right,train,zh_target_strict_cc_03788caa8b8ddae2,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v00/right,primary,primary_matched_012,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:596616,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v00/right,primary,primary_matched_012,market_item.xlsx|中文暗网交易市场|seller_raw:548133||market_item.xlsx|茶马古道|seller_raw:/shop/454152,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v01/right,primary,primary_matched_012,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:596616,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v01/right,primary,primary_matched_012,market_item.xlsx|中文暗网交易市场|seller_raw:548133||market_item.xlsx|茶马古道|seller_raw:/shop/454152,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_012/positive/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v00/right,primary,primary_matched_013,market_item.xlsx|中文暗网交易市场|seller_raw:527714||market_item.xlsx|中文暗网交易市场|seller_raw:530989,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v00/right,train,zh_target_strict_cc_3645b00000fe67f3,1,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v00/right,primary,primary_matched_013,market_item.xlsx|中文暗网交易市场|seller_raw:352600||market_item.xlsx|中文暗网交易市场|seller_raw:605666,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v00/right,train,zh_target_strict_cc_310cb72487680fb8,1,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v01/right,primary,primary_matched_013,market_item.xlsx|中文暗网交易市场|seller_raw:527714||market_item.xlsx|中文暗网交易市场|seller_raw:530989,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/negative/v01/right,train,zh_target_strict_cc_3645b00000fe67f3,1,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v01/right,primary,primary_matched_013,market_item.xlsx|中文暗网交易市场|seller_raw:352600||market_item.xlsx|中文暗网交易市场|seller_raw:605666,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_013/positive/v01/right,train,zh_target_strict_cc_310cb72487680fb8,1,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v00/right,primary,primary_matched_014,market_item.xlsx|中文暗网交易市场|seller_raw:444810||market_item.xlsx|中文暗网交易市场|seller_raw:79018,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v00/right,train,zh_target_strict_cc_20e2bdb964e3bc04,1,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v00/right,primary,primary_matched_014,market_item.xlsx|中文暗网交易市场|seller_raw:443620||market_item.xlsx|茶马古道|seller_raw:/shop/824,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v00/right,train,zh_target_strict_cc_c1b29797a191ad53,1,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v01/right,primary,primary_matched_014,market_item.xlsx|中文暗网交易市场|seller_raw:444810||market_item.xlsx|中文暗网交易市场|seller_raw:79018,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/negative/v01/right,train,zh_target_strict_cc_20e2bdb964e3bc04,1,ordinary_negative,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v01/right,primary,primary_matched_014,market_item.xlsx|中文暗网交易市场|seller_raw:443620||market_item.xlsx|茶马古道|seller_raw:/shop/824,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_014/positive/v01/right,train,zh_target_strict_cc_c1b29797a191ad53,1,same_controller_style_structural_soft,,0.250000000000,20260323,1,segment_order_permutation_with_layout_normalization,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v00/right,primary,primary_matched_015,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:470183,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v00/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v00/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v00/right,primary,primary_matched_015,market_item.xlsx|中文暗网交易市场|seller_raw:17352||market_item.xlsx|中文暗网交易市场|seller_raw:34364,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v00/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v00/right,train,zh_target_strict_cc_ea2b0f7ed4d6a219,0,same_controller_style_structural_soft,,0.250000000000,20260323,0,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v01/right,primary,primary_matched_015,market_item.xlsx|中文暗网交易市场|seller_raw:459538||market_item.xlsx|中文暗网交易市场|seller_raw:470183,negative,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/negative/v01/right,train,zh_target_strict_cc_2e5c7caaf65dd8e0,0,ordinary_negative,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v01/left||synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v01/right,primary,primary_matched_015,market_item.xlsx|中文暗网交易市场|seller_raw:17352||market_item.xlsx|中文暗网交易市场|seller_raw:34364,positive,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v01/left,synthetic://step27/v1_1/primary/seed_20260323/primary_matched_015/positive/v01/right,train,zh_target_strict_cc_ea2b0f7ed4d6a219,0,same_controller_style_structural_soft,,0.250000000000,20260323,1,section_order_rotation,1,0,0,0,0
