audit_version,audit_cluster_set_id,decision,confidence,recommended_action,rationale,unique_seller_count,scorer_appearance_count,best_scorer_token,best_family,best_source_summary,best_cluster_id,best_cluster_rank,best_graph_threshold,max_cluster_score_mean,max_edge_count,max_contact_edges,max_pgp_edges,max_identifier_edges,max_title_clone_edges,max_description_clone_edges,edge_stratum_counts,top_categories,contact_member_preview_count,seller_raw_members,appearances
codex_step11_cluster_level_audit_current_manifest,3d88a35c1f0b,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,5,3,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_thr_0460000_c0007,7,0.46,0.617091,6,0,0,0,0,6,text_clone_primary:18,实体物品 | 四件套号卡,0,/shop/2417 || 238938 || 331162 || 347765 || 493430,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank7:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank7:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank7:thr0460000
codex_step11_cluster_level_audit_current_manifest,59d429d79e1a,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,5,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0011,11,0.483444,0.492213,6,0,0,0,0,3,semantic_only:2 | semantic_structural:1 | text_clone_primary:3,虚拟 | 数据 | 其它 | 实物 | 漏洞 | 技术,0,/shop/404047 || /shop/436008 || /shop/438230 || /shop/454245 || /shop/455055,core_zero_shot_bge_m3:rank11:thr0483444
codex_step11_cluster_level_audit_current_manifest,afdd9f36e4a6,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0018,18,0.47,0.636353,6,0,0,0,3,3,semantic_structural:9 | text_clone_primary:9,数据资源 | 数据,0,/shop/453234 || 603737 || 605928 || 606038,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank18:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank18:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank18:thr0470000
codex_step11_cluster_level_audit_current_manifest,e92832dfede3,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,6,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0017,17,0.735,0.861252,6,0,0,0,3,3,semantic_structural:18 | text_clone_primary:18,数据资源 | 数据,0,/shop/446583 || 605669 || 605876 || 605883,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank17:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank17:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank17:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank17:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank17:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank17:thr0470000
codex_step11_cluster_level_audit_current_manifest,fdd91a55c7af,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0015,15,0.47,0.745561,6,0,0,0,1,5,semantic_only:3 | text_clone_primary:15,数据资源 | 数据,0,/shop/408791 || 566277 || 604051 || 99981,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank15:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank15:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank15:thr0470000
codex_step11_cluster_level_audit_current_manifest,06dc627ea852,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0016,16,0.483444,0.509465,5,0,0,0,3,1,semantic_only:2 | text_clone_primary:3,私人专拍 | 数据资源,0,541551 || 551033 || 565149 || 567845,core_zero_shot_bge_m3:rank16:thr0483444
codex_step11_cluster_level_audit_current_manifest,3d791491399c,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_thr_0460000_c0008,8,0.46,0.689263,5,0,0,0,1,3,semantic_only:3 | semantic_structural:3 | text_clone_primary:9,实体物品 | 实物 | 四件套号卡,1,/shop/431151 || /shop/439316 || 546735 || 597091,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank8:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank8:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank8:thr0460000
codex_step11_cluster_level_audit_current_manifest,5d672e4425da,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0016,16,0.47,0.630495,5,0,0,0,0,5,text_clone_primary:15,技术 | 数据 | 虚拟 | 实物,0,/shop/394520 || /shop/396011 || /shop/422413 || /shop/455899,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank16:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank16:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank16:thr0470000
codex_step11_cluster_level_audit_current_manifest,7a1fe64aae0c,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0019,19,0.47,0.641673,5,0,0,0,0,1,semantic_only:6 | semantic_structural:6 | text_clone_primary:3,技术 | 数据 | 技术技能,0,/shop/408298 || /shop/409344 || /shop/441385 || 592614,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank19:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank19:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank19:thr0470000
codex_step11_cluster_level_audit_current_manifest,7e4c455f733e,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0015,15,0.483444,0.512127,5,0,0,0,3,5,text_clone_primary:5,虚拟物品 | 技术技能 | 影视色情 | 数据资源 | 数据 | 虚拟 | 技术,0,/shop/399905 || 542584 || 634642 || 86288,core_zero_shot_bge_m3:rank15:thr0483444
codex_step11_cluster_level_audit_current_manifest,9fb8c0d0c37e,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0020,20,0.47,0.634138,5,0,0,0,0,5,text_clone_primary:20,技术 | 虚拟 | 其它类别 | 虚拟物品 | 数据资源 | 其它,0,/shop/423945 || /shop/433481 || /shop/455868 || 593428,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank20:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank20:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank20:thr0470000 || core_zero_shot_bge_m3:rank20:thr0483444
codex_step11_cluster_level_audit_current_manifest,ff084ba59fcf,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,4,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0019,19,0.735,0.828559,5,0,0,0,0,5,text_clone_primary:15,技术 | 数据 | 虚拟 | 实物 | 四件套号卡,1,/shop/394520 || /shop/396011 || /shop/416838 || /shop/422413,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank19:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank19:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank19:thr0735000
codex_step11_cluster_level_audit_current_manifest,050892bb4829,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0033,33,0.483444,0.500811,3,0,0,0,1,3,text_clone_primary:3,数据资源 | 服务业务,0,541874 || 604051 || 99981,core_zero_shot_bge_m3:rank33:thr0483444
codex_step11_cluster_level_audit_current_manifest,0b81a8577b9e,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,7,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0009,9,0.56,0.807532,3,0,0,0,3,1,text_clone_primary:21,技术 | 数据 | 其它 | 服务 | 数据资源 | 影视色情 | 基础知识,0,/shop/403730 || /shop/422733 || 556969,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank32:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank32:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank32:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank10:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank11:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank9:thr0560000 || core_zero_shot_bge_m3:rank25:thr0483444
codex_step11_cluster_level_audit_current_manifest,0fd9a9da668d,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,12,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0008,8,0.56,0.877597,3,0,0,0,1,3,text_clone_primary:36,服务业务 | 数据 | 数据资源,1,/shop/430143 || 503330 || 639133,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank27:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank27:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank27:thr0735000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank33:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank33:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank33:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank9:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank10:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank8:thr0560000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank14:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank14:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank14:thr0460000
codex_step11_cluster_level_audit_current_manifest,23d99f74cfed,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0040,40,0.47,0.600134,3,0,0,0,1,1,semantic_only:3 | semantic_structural:3 | text_clone_primary:3,数据资源 | 数据,0,/shop/447291 || 459528 || 605882,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank40:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank40:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank40:thr0470000
codex_step11_cluster_level_audit_current_manifest,242bff8c3002,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0031,31,0.735,0.832515,3,0,0,0,2,2,semantic_structural:3 | text_clone_primary:6,数据资源 | 数据,0,/shop/446566 || 596152 || 605480,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank31:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank31:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank31:thr0735000
codex_step11_cluster_level_audit_current_manifest,3225f8156675,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0031,31,0.47,0.793894,3,0,0,0,2,2,text_clone_primary:12,数据资源 | 数据 | 私人专拍,0,/shop/404772 || 494406 || 530989,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank31:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank31:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank31:thr0470000 || core_zero_shot_bge_m3:rank27:thr0483444
codex_step11_cluster_level_audit_current_manifest,4187250ab877,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0026,26,0.483444,0.522445,3,0,0,0,3,3,text_clone_primary:3,数据 | 数据资源 | 私人专拍 | 担保私拍,0,/shop/427282 || /shop/464140 || 581460,core_zero_shot_bge_m3:rank26:thr0483444
codex_step11_cluster_level_audit_current_manifest,41d8a90fc9ab,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0042,42,0.47,0.596168,3,0,0,0,0,3,text_clone_primary:12,数据 | 数据资源 | 技术技能 | 技术,1,/shop/461297 || /shop/464737 || 509685,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank42:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank42:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank42:thr0470000 || core_zero_shot_bge_m3:rank37:thr0483444
codex_step11_cluster_level_audit_current_manifest,49237413aec1,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320_thr_0460000_c0018,18,0.46,0.584801,3,0,0,0,0,3,text_clone_primary:9,虚拟 | 服务业务 | 数据 | 四件套号卡 | 技术,0,/shop/442518 || /shop/451126 || 504187,identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank18:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank18:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank18:thr0460000
codex_step11_cluster_level_audit_current_manifest,4952f06017bc,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,9,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0003,3,0.56,0.954122,3,0,0,0,3,3,text_clone_primary:27,虚拟物品 | 技术技能 | 数据资源 | 数据 | 虚拟 | 技术 | 影视色情,0,/shop/399905 || 542584 || 634642,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank24:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank24:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank24:thr0470000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank4:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank4:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank3:thr0560000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank10:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank10:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank10:thr0460000
codex_step11_cluster_level_audit_current_manifest,54ae81b690e8,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0047,47,0.47,0.543511,3,0,0,0,0,1,semantic_structural:6 | text_clone_primary:3,数据资源,0,433208 || 433677 || 433693,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank47:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank47:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank47:thr0470000
codex_step11_cluster_level_audit_current_manifest,5f218d700a7d,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0036,36,0.483444,0.498869,3,0,0,0,0,3,text_clone_primary:3,数据 | 技术技能 | 数据资源 | 技术 | 漏洞 | 虚拟,0,/shop/433600 || /shop/439425 || 188608,core_zero_shot_bge_m3:rank36:thr0483444
codex_step11_cluster_level_audit_current_manifest,6093ae96a7de,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0035,35,0.47,0.677373,3,0,0,0,3,3,text_clone_primary:12,虚拟物品 | 其它类别 | 技术技能 | 虚拟 | 数据 | 其它 | 私人专拍,0,/shop/402697 || 171918 || 563971,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank35:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank35:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank35:thr0470000 || core_zero_shot_bge_m3:rank23:thr0483444
codex_step11_cluster_level_audit_current_manifest,62651a151b06,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,4,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320_thr_0470000_c0041,41,0.47,0.637752,3,0,0,0,0,3,text_clone_primary:12,影视色情 | 服务业务 | 虚拟物品 | 私人专拍,0,54824 || 58725 || 70335,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260320:rank41:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260321:rank41:thr0470000 || core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322:rank41:thr0470000 || core_zero_shot_bge_m3:rank45:thr0483444
codex_step11_cluster_level_audit_current_manifest,65220de4f764,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,9,core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322,step9,reports\step11_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_clustering_summary.json,zh_target_strict_core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322_thr_0560000_c0007,7,0.56,0.887937,3,0,0,0,1,3,text_clone_primary:27,数据资源 | 数据,0,/shop/408791 || 604051 || 99981,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank43:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank43:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank43:thr0735000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260320:rank8:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260321:rank8:thr0560000 || core_few_shot_multilingual_e5_large_lr_l2_ratio_50pct_seed_20260322:rank7:thr0560000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260320:rank15:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260321:rank15:thr0460000 || identifier_augmented_few_shot_default_lr_l2_ratio_100pct_seed_20260322:rank15:thr0460000
codex_step11_cluster_level_audit_current_manifest,6908894257f3,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0033,33,0.735,0.881619,3,0,0,0,0,2,semantic_structural:3 | text_clone_primary:6,数据 | 虚拟 | 技术 | 漏洞,1,/shop/423213 || /shop/449473 || /shop/457998,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank33:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank33:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank33:thr0735000
codex_step11_cluster_level_audit_current_manifest,6d32ae3d45d0,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0030,30,0.483444,0.505249,3,0,0,0,1,3,text_clone_primary:3,虚拟 | 数据 | 实物 | 技术,1,/shop/435228 || /shop/441558 || /shop/446589,core_zero_shot_bge_m3:rank30:thr0483444
codex_step11_cluster_level_audit_current_manifest,7290c1b68521,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,1,core_zero_shot_bge_m3,step7,reports\step11_core_zero_shot_bge_m3_clustering_summary.json,zh_target_strict_core_zero_shot_bge_m3_thr_0483444_c0039,39,0.483444,0.498869,3,0,0,0,0,3,text_clone_primary:3,实体物品 | 虚拟物品 | 影视色情 | 服务业务 | 四件套号卡,0,/shop/394471 || 575281 || 583340,core_zero_shot_bge_m3:rank39:thr0483444
codex_step11_cluster_level_audit_current_manifest,7d697bc3afb7,template_clone_not_controller,low,use_for_review_discovery_only,The cluster is dominated by clone/template evidence without a seller-specific identity anchor.,3,3,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320,step9,reports\step11_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_clustering_summary.json,zh_target_strict_core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320_thr_0735000_c0034,34,0.735,0.808397,3,0,0,0,0,2,semantic_structural:3 | text_clone_primary:6,实体物品 | 虚拟物品,0,333110 || 354172 || 375149,core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260320:rank34:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260321:rank34:thr0735000 || core_few_shot_bge_m3_residual_lr_ratio_100pct_seed_20260322:rank34:thr0735000
