pair_uid,candidate_language,data_bucket,candidate_scope,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,alias_relation,same_market_raw,item_count_left,item_count_right,shared_contact_count,shared_contact_types,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,lexical_similarity,structural_support_score,item_count_ratio,price_median_ratio,style_distance_l1,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,pgp_alias_hit_count_left,pgp_alias_hit_count_right,candidate_rule_hits,candidate_rule_count,candidate_rank_score,review_priority,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
products_data.csv|__unknown__|seller_id:523242||products_data.csv|__unknown__|seller_id:523410,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523242,products_data.csv|__unknown__|seller_id:523410,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.239985,0.873654,1.0,0.5,0.010771,0,,0,0,profile_lexical_neighbor|structural_support,2,3.187218,medium,T: 新到日本华人华侨男性女性10万条数据 || 新到日本华人华侨男性女性10万条数据 | D: ↓ 交易编号---45379-----山西省_太原市女性身份证四要素60300条9328美金 交易编号---45384-----陕西省_安康市一女性身份证四要素5832条902美金 交易编号---45764-----币圈注册用户美国俄勒冈州oregon7万条70美金 交易编号---44800-----安徽省二建工... | C: 虚拟物品,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:632484,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:632484,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.272657,0.775121,1.0,0.128205,0.05544,0,,0,0,profile_lexical_neighbor|structural_support,2,3.186184,medium,"T: 加拿大华人华侨女性1000条156美金2 || 加拿大华人华侨女性1000条156美金2 | D: 加拿大华人华侨女性1000条156美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 英国华人华侨200条测试20美金 || 英国华人华侨200条测试20美金 | D: ""英国华人华侨200条测试20美金↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:519199||products_data.csv|__unknown__|seller_id:707914,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:519199,products_data.csv|__unknown__|seller_id:707914,__unknown__,__unknown__,,,,,alias_missing,true,4,1,0,,,0,,0,,1,实体发货商品,0.291432,0.715712,0.25,0.628141,0.030586,0,,0,0,profile_lexical_neighbor|structural_support,2,3.180016,medium,T: 香港移动卡注册微信80不需要辅助微信不用实名可以直接进百人群 || 5G电信流量卡 | D: 香港移动卡，余额48元，月租2元，全新卡，插卡就激活，功能正常，打接1.8元一分钟，发信息1.5元一条，收信息免费，此卡从未停过，可以注册市面上大部分业务，注册微信80%不需要辅助，微信不用实名可以直接进百人群 | C: 实体发货商品,T: 出售自制迷药蒙汗药高性价比效果好送配方 || 出售自制迷药蒙汗药高性价比效果好送配方 | D: 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联系上就行） 单瓶标价9.9美元，算上手续费、快递费等费用后19.9美元，老客户和量大者可以享一定优惠 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:524490||products_data.csv|__unknown__|seller_id:597859,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:524490,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.276567,0.760257,1.0,0.044444,0.006834,0,,0,0,profile_lexical_neighbor|structural_support,2,3.179916,medium,T: 更新的泰国华人华侨数据 || 更新的泰国华人华侨数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 澳大利亚金融客户90万条900美金 || 澳大利亚金融客户90万条900美金 | D: ↓ 交易编号---45809-----币圈注册用户美国密西西比州2万条20美金 交易编号---45382-----山西省_运域市一女性身份证四要素17461条2701美金 交易编号---45219-----河南省_南阳市女性身份证四要素33025条5108美金 交易编号---46455-----印度博彩5000条... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:491210||products_data.csv|__unknown__|seller_id:69022,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:491210,products_data.csv|__unknown__|seller_id:69022,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,实体发货商品,0.284954,0.73189,0.5,0.5,0.144883,0,,0,0,profile_lexical_neighbor|structural_support,2,3.173504,medium,T: 各种实名电话卡注册卡流量卡香港卡 || 1美元1张-移动，联通，小流量卡 | D: 工作室必备 跳动ip流量卡养微信号必备 四大优点： 1.充值流量直接可以用 2.手机重启ip会变，养号抗封能力强 3.流量套餐灵活，一卡多套餐 4.非三方流量池卡，不会封卡 5.无需实名 代充值：为了不暴露支付账号，更好的隐蔽您的身份，提供代充服务 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联... | C: 实体发货商品,T: 2美元1张-联通/电信4G动态ip流量卡-已实名-月消费8元起 || 2美元1张-联通/电信4G动态ip流量卡-已实名-月消费8元起 | D: 默认发电信卡，需要联通请留言 （提示：双开双待手机不可双电信卡，用电信卡的朋友请选择联通） 付款后在本帖回复收货信息：姓名、电话、地址（名字可虚假，电话能联系上就行，地址不用太具体） ★流量卡充值、查询、使用等详情拍下后可见 | C: 实体发货商品,pending,,,
products_data.csv|__unknown__|seller_id:523242||products_data.csv|__unknown__|seller_id:530122,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523242,products_data.csv|__unknown__|seller_id:530122,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.236582,0.873381,1.0,0.5,0.012955,0,,0,0,profile_lexical_neighbor|structural_support,2,3.166254,medium,T: 新到日本华人华侨男性女性10万条数据 || 新到日本华人华侨男性女性10万条数据 | D: ↓ 交易编号---45379-----山西省_太原市女性身份证四要素60300条9328美金 交易编号---45384-----陕西省_安康市一女性身份证四要素5832条902美金 交易编号---45764-----币圈注册用户美国俄勒冈州oregon7万条70美金 交易编号---44800-----安徽省二建工... | C: 虚拟物品,T: 香港女性教师5万条 || 香港女性教师5万条 | D: ↓ 交易编号---47095-----浙江_绍兴工商联商会个体协会会员69152条69美金 交易编号---47366-----币圈外汇股民领英数据一美国纽约州356万条356美金 交易编号---44419-----贵州省_黔南市一女性身份证四要素890条137美金 交易编号---46809-----美国证券MT4... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:525098||products_data.csv|__unknown__|seller_id:539806,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:525098,products_data.csv|__unknown__|seller_id:539806,__unknown__,__unknown__,,,,,alias_missing,true,6,4,0,,,0,,0,,3,实体发货商品 || 常规服务与操作 || 技术服务[非教程],0.310768,0.648655,0.666667,0.211429,0.066947,0,,0,0,profile_lexical_neighbor|structural_support,2,3.161918,medium,T: DDOS服务器网站攻击DDOS平台搭建流量出租价格优惠 || DDOS服务器网站攻击DDOS平台搭建流量出租价格优惠 | D: 不定期更新药品种类 3，怀疑售假与怀疑超市商品一样，不购买怎么猜测也没用，我们提供测试方法，长期扎根本市场，要玩诈骗早会被封号，加上平台对买家保护力度很大，所以不需问此类问题 4，如有药物检测，批量采购，其他管制药物，线下人员服务，等等其他需求，详谈 拍下留地址 联系方式 每天在线 尽快安排发货（疫情影响） 使用... | C: 实体发货商品 || 常规服务与操作,T: 印度药房产品抗癌药鼻炎日常药品奥利司他奥司他韦 || 替人消灾伤残亡栽赃陷害 | D: 不定期更新药品种类 3，怀疑售假与怀疑超市商品一样，不购买怎么猜测也没用，我们提供测试方法，长期扎根本市场，要玩诈骗早会被封号，加上平台对买家保护力度很大，所以不需问此类问题 4，如有药物检测，批量采购，其他管制药物，线下人员服务，等等其他需求，详谈 :建议在服用这种药物之前应咨询好医生 | C: 实体发货商品 || 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:556912||products_data.csv|__unknown__|seller_id:632484,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:556912,products_data.csv|__unknown__|seller_id:632484,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.268354,0.77575,1.0,0.128205,0.050407,0,,0,0,profile_lexical_neighbor|structural_support,2,3.161624,medium,"T: 全球国外华人华侨一英国一中文一女性1000条156美金 || 全球国外华人华侨一英国一中文一女性1000条156美金 | D: 全球国外华人华侨一英国一中文一女性1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 英国华人华侨200条测试20美金 || 英国华人华侨200条测试20美金 | D: ""英国华人华侨200条测试20美金↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:531338||products_data.csv|__unknown__|seller_id:573053,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:531338,products_data.csv|__unknown__|seller_id:573053,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.266253,0.780375,0.5,0.695652,0.148307,0,,0,0,profile_lexical_neighbor|structural_support,2,3.158268,medium,T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 | D: --------------------- ↓ 交易编号---45581-----收藏品圆明圆国宝十二生肖普首金1200条180美金 交易编号---46790-----河北承德市政府机构通讯录村长1万条150美金 交易编号---47675-----陕西_西安19401958年身份证1万条1560美金 交易编号--... | C: 虚拟物品,"T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金2 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金2 | D: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:528952,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:528952,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.312187,0.631665,0.5,0.05,0.046679,0,,0,0,profile_lexical_neighbor|structural_support,2,3.136452,medium,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:531338,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:531338,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.271124,0.753156,0.5,0.575,0.124756,0,,0,0,profile_lexical_neighbor|structural_support,2,3.133056,medium,T: 加拿大币圈coinbase用户信息 || 加拿大币圈coinbase用户信息 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 | D: --------------------- ↓ 交易编号---45581-----收藏品圆明圆国宝十二生肖普首金1200条180美金 交易编号---46790-----河北承德市政府机构通讯录村长1万条150美金 交易编号---47675-----陕西_西安19401958年身份证1万条1560美金 交易编号--... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:659029||products_data.csv|__unknown__|seller_id:681266,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:659029,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,常规服务与操作,0.351292,0.510495,0.5,0.333333,0.582707,0,,0,0,profile_lexical_neighbor,1,3.128742,medium,T: 全网最低价侦探业务查人查档查所有 || 全网最低价侦探业务查人查档查所有 | D: 【个人基本信息类】 个人户籍-提供身份证号码-(拍3份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍5份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 名下资产-提供身份证号码-(拍10份) 开房同住记录-提供身份证号码-拍50份) 开房记录-提... | C: 常规服务与操作 || 技术服务[非教程],T: 0手查档查开房查车查定位查所有 || 0手查档查开房查车查定位查所有 | D: 【全国房产】 固定资产商品房-提供身份证-(拍50份) 【社交软件类】 微信号查注册手机号-提供微信号码--(拍20份) 微信好友提取-提供微信号吧他的好友提取出来-(拍30份) QQ好友提取-提供QQ号把他的好友全部提取出来-(拍30份)） QQ群提取--时价 【手机号码信息类】 联通手机号机主身份证-提供手机... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:707139||products_data.csv|__unknown__|seller_id:707276,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:707139,products_data.csv|__unknown__|seller_id:707276,__unknown__,__unknown__,,,,,alias_missing,true,2,1,0,,,0,,0,,1,虚拟物品,0.370605,0.451748,0.5,0.083333,0.552686,0,,0,0,profile_lexical_neighbor,1,3.127126,medium,"T: 低价出网贷贷款逾期用户数据 || 香港HKstockacc证券股民数据2000条320美金2 | D: 香港HKstockacc证券股民数据2000条320美金2 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 技术服务[非教程] || 虚拟物品","T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:528952,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:528952,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.306104,0.64,0.5,0.083333,0.046667,0,,0,0,profile_lexical_neighbor|structural_support,2,3.116624,medium,T: 新到英国币圈交易所用户2万条数据 || 新到英国币圈交易所用户2万条数据 | D: ↓ 交易编号---47899-----澳大利亚币圈90万条900美金 交易编号---43691-----500万女性1996年异地户籍本地号1800条50美金 交易编号---45227-----河南省_郑州市女性身份证四要素93173条14413美金 交易编号---47237-----四川_阿坝工商联商会个体协会... | C: 虚拟物品,T: 台湾女性宝妈母婴购物1615条30美金2 || 币圈股民417条领英cko20美金 | D: --------------------- ↓ 交易编号---45533-----美国币圈客户数据100万条2万美金 交易编号---47793-----江苏省小学学校女性老师教师5000条390美金 交易编号---45518-----ok快递电商平台物流订单数据2687万条26870美金 交易编号---45793... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:1901937||products_data.csv|__unknown__|seller_id:757071,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:1901937,products_data.csv|__unknown__|seller_id:757071,__unknown__,__unknown__,,,,,alias_missing,true,132,7,0,,,0,,0,,1,影视猎奇资源,0.308201,0.624008,0.05303,0.5,0.113998,0,,0,0,profile_lexical_neighbor|structural_support,2,3.097222,medium,T: 老婆不在家找来女儿玩玩丝袜妹妹自慰给你看插不进去啊幼幼合集9 || 张婉莹补充自拍自摸自插片7个这初中初毛小骚逼值得收藏 | D: 3.双方约定以及注意 数据具有可复制性，不接受任何理由退款挂单，能接受再拍，也请见谅. 购买即视为同意并理解以上约定. 以上是本贴视频描述信息，图片预览在最下面的附件 | C: 影视猎奇资源,T: 暗网首发我开苞了十八年前亲自造出来的闺女听她的哭声心都要碎了 || 暗网首发我开苞了十八年前亲自造出来的闺女听她的哭声心都要碎了 | D: 1.视频概况 【给4岁大的女儿穿上黑丝袜猛扣嫩B，还想强行把大肉棒擦进去】 “珍藏资源”高清 时长：30分钟 母亲提前给女儿穿上黑丝袜后，主动在女儿睡着后，让父亲 扣女儿的嫩B，因为没有水，所以还用上 了润滑剂，还用女儿的手扣自己的黑B | C: 影视猎奇资源,pending,,,
products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:707156,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:689669,products_data.csv|__unknown__|seller_id:707156,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.220041,0.886293,1.0,0.625,0.159654,0,,0,0,profile_lexical_neighbor|structural_support,2,3.092832,medium,"T: 1000万女性医院医师医生护士护师_70年至90年数据 || 1000万女性医院医师医生护士护师_70年至90年数据 | D: ""刚到1000万女性医院医师医生护士护师_黑龙江哈尔滨70至90年1700条200美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 低价出台湾证券数据 || 低价出台湾证券数据 | D: ""低价出台湾证券2000条320美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:659029,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:659029,__unknown__,__unknown__,,,,,alias_missing,true,3,2,0,,,0,,0,,1,常规服务与操作,0.329261,0.552483,0.666667,0.333333,0.580137,0,,0,0,profile_lexical_neighbor|structural_support,2,3.080532,medium,T: 侦探_查_在线秒回信息 || 常年稳定查询 | D: 银行核查等==提供SFZ号(拍170份） 车辆轨迹====出全国车辆抓拍卡口时间地点等==提供车牌号码（拍100份） 身份证复印件====出身份证高清照(扫描件)==提供SFZ号(拍20份） 三网手机机主信息====出机主信息==提供手机号(拍50份） 三网名下号码====出名下手机号==提供SFZ号(拍50份）... | C: 常规服务与操作,T: 全网最低价侦探业务查人查档查所有 || 全网最低价侦探业务查人查档查所有 | D: 【个人基本信息类】 个人户籍-提供身份证号码-(拍3份) 全家户籍-提供身份证号码-(拍10份) 模糊查询-提供大概年龄+地区+名字(拍5份) 犯罪记录-提供身份证号码-(拍5份) 网逃记录-提供身份证号码-(拍5份) 名下资产-提供身份证号码-(拍10份) 开房同住记录-提供身份证号码-拍50份) 开房记录-提... | C: 常规服务与操作 || 技术服务[非教程],pending,,,
products_data.csv|__unknown__|seller_id:561217||products_data.csv|__unknown__|seller_id:707276,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:561217,products_data.csv|__unknown__|seller_id:707276,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.266096,0.739206,1.0,0.025,0.136353,0,,0,0,profile_lexical_neighbor|structural_support,2,3.074988,medium,"T: 瑞士华人华侨5000条800美金 || 瑞士华人华侨5000条800美金 | D: 瑞士华人华侨5000条800美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 低价出马来西亚华人华侨数据 || 低价出马来西亚华人华侨数据 | D: ""低价出马来西亚华人华侨200条20美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:556912||products_data.csv|__unknown__|seller_id:561217,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:556912,products_data.csv|__unknown__|seller_id:561217,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.247417,0.791578,1.0,0.195,0.057375,0,,0,0,profile_lexical_neighbor|structural_support,2,3.067658,medium,"T: 全球国外华人华侨一英国一中文一女性1000条156美金 || 全球国外华人华侨一英国一中文一女性1000条156美金 | D: 全球国外华人华侨一英国一中文一女性1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 瑞士华人华侨5000条800美金 || 瑞士华人华侨5000条800美金 | D: 瑞士华人华侨5000条800美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:588888,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,,,,,alias_missing,true,7,2,0,,,0,,0,,1,常规服务与操作,0.263145,0.744076,0.285714,1.0,0.618817,0,,0,0,profile_lexical_neighbor|structural_support,2,3.067022,medium,T: 银行一微信一支付宝一企业一查流水 || 侦探各类查询低价 | D: 一年价格（拍300份） 验证方法（提供转账时间）验证结果我告诉你金额 验证后确认放款发完整资料给您 个人银行（无视大中小银行）3个月-2年.姓名+银行卡号（价格3个月拍120份，一年拍250份） 企业银行（无视大中小银行）3个月-2年.企业名+银行卡号（价格请咨询） 微信账户流水3个月-2年提供（微信号）（原始i... | C: 常规服务与操作,T: 全网高质量查档 || 全网高质量查档 | D: 【车辆信息类】 查名下车-提供身份证号码-·(拍10份) 车主信息-提供车牌号码-·(拍10份） 车辆轨迹-提供车牌号码-·(拍55份) 违章处理人-提供车牌号码-·(拍20份) 违章车牌-提供身份证号码-·(拍20份) 车辆保险-提供身份证号码-·(拍20份） 【银行信息类】 个人征信/提供身份证号码-·(拍3... | C: 常规服务与操作,pending,,,
products_data.csv|__unknown__|seller_id:689669||products_data.csv|__unknown__|seller_id:707904,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:689669,products_data.csv|__unknown__|seller_id:707904,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.246457,0.793656,1.0,0.25,0.150748,0,,0,0,profile_lexical_neighbor|structural_support,2,3.066054,medium,"T: 1000万女性医院医师医生护士护师_70年至90年数据 || 1000万女性医院医师医生护士护师_70年至90年数据 | D: ""刚到1000万女性医院医师医生护士护师_黑龙江哈尔滨70至90年1700条200美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品","T: 北上广深大学老师教授数据 || 北上广深大学老师教授数据 | D: ""北上广深大学老师教授6000条800美金 【本商品拍后MEGA网盘自动发货】,【商品底部图片下有下载的链接地址】 "" | C: 虚拟物品",pending,,,
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:531338,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:531338,__unknown__,__unknown__,,,,,alias_missing,true,1,2,0,,,0,,0,,1,虚拟物品,0.268938,0.724588,0.5,0.46,0.123293,0,,0,0,profile_lexical_neighbor|structural_support,2,3.062804,medium,T: 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 || 新到黄金珠宝奢侈品女性宝妈富婆数据5万条数据 | D: ↓ 交易编号---43391-----大学生all电子信息工程实号慢检500条5美金 交易编号---45773-----币圈注册用户美国格鲁吉亚georgia8万条80美金 交易编号---44637-----加拿大华人华侨33万3万美金女性已经开通WHATSAPPok 交易编号---45176-----浙江省二建... | C: 虚拟物品,T: 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 || 币圈注册用户一美国一俄亥俄州一ohio一16万条160美金 | D: --------------------- ↓ 交易编号---45581-----收藏品圆明圆国宝十二生肖普首金1200条180美金 交易编号---46790-----河北承德市政府机构通讯录村长1万条150美金 交易编号---47675-----陕西_西安19401958年身份证1万条1560美金 交易编号--... | C: 虚拟物品,pending,,,
products_data.csv|__unknown__|seller_id:561583||products_data.csv|__unknown__|seller_id:632995,zh,zh_target_aux,sockpuppet_primary,products_data.csv|__unknown__|seller_id:561583,products_data.csv|__unknown__|seller_id:632995,__unknown__,__unknown__,,,,,alias_missing,true,1,1,0,,,0,,0,,1,虚拟物品,0.247158,0.780405,1.0,0.156,0.068759,0,,0,0,profile_lexical_neighbor|structural_support,2,3.043758,medium,"T: 自动发货一银行大额终身金融客户一证券客户1000条156美金 || 自动发货一银行大额终身金融客户一证券客户1000条156美金 | D: 自动发货一银行大额终身金融客户一证券vip贵宾客户1000条156美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品","T: 澳大利亚金融客户未发的500万之3一100万条1000美金 || 澳大利亚金融客户未发的500万之3一100万条1000美金 | D: 澳大利亚金融客户数据未发的500万之3一100万条1000美金 ""↓ 商品都是网盘秒发货，【拍后MEGA网盘自动发货】,【商品底部链接直接下载】,【商品下载链接长期有效，会不定期更新最新数据】 定期登录，有问必答，欢迎骚扰 | C: 虚拟物品",pending,,,
