pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs
products_data.csv|__unknown__|seller_id:1880883||products_data.csv|__unknown__|seller_id:1889980,zh_target_aux,zh,sockpuppet_primary,text_clone_primary,1,products_data.csv|__unknown__|seller_id:1880883,products_data.csv|__unknown__|seller_id:1889980,__unknown__,__unknown__,1,1,high,pending,,1.0,1,1,0,0,1,5,1,0,0,0.0,0.0,0.0,0.0,6.414618,57.731562,6.414618,6.414618,0,0,0,4,1.0,1.0,673,673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:565793||products_data.csv|__unknown__|seller_id:588888,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:565793,products_data.csv|__unknown__|seller_id:588888,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.333333,0.333333,0.333333,0,0,0.0,0.0,0,0,0,2,0.365684,0.844975,673,673,0.072917,0.0,0.5,0.004464,0.138392,0.049107,0.0,0.022322,0.0,0.162202,1.0,0.0,11.5,117.0,0.023309,0.03639,0.0,0.5,0.0,0.013835
products_data.csv|__unknown__|seller_id:159041||products_data.csv|__unknown__|seller_id:257226,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:159041,products_data.csv|__unknown__|seller_id:257226,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.416315,0.687938,673,673,0.072917,0.212797,0.144345,0.21875,0.029761,0.095238,0.0,0.0,0.0,0.25,1.0,6.8,3.5,1448.0,0.008793,0.154507,0.0,0.0,0.0,0.018041
products_data.csv|__unknown__|seller_id:446883||products_data.csv|__unknown__|seller_id:651924,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:446883,products_data.csv|__unknown__|seller_id:651924,__unknown__,__unknown__,1,1,medium,pending,,0.5,0,0,0,0,0,0,1,0,0,0.181818,0.0,0.181818,0.181818,0,0,0.0,0.0,0,0,0,1,0.469886,0.501716,673,673,0.245536,0.223214,0.494048,0.627976,0.385417,0.063988,0.0,0.0,0.837798,0.367559,2.0,9.0,10.0,363.0,0.068883,0.009213,0.0,0.0,0.333333,0.04151
products_data.csv|__unknown__|seller_id:707065||products_data.csv|__unknown__|seller_id:707139,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:707065,products_data.csv|__unknown__|seller_id:707139,__unknown__,__unknown__,1,1,medium,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.465372,0.515216,673,673,0.172619,0.120536,0.453869,0.089286,0.13244,0.108631,0.0,0.0,0.886905,0.001488,1.0,160.0,9.0,30.5,0.031812,0.012675,0.0,0.0,0.5,0.000455
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:700060,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:700060,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.370693,0.785844,673,673,0.0,0.180059,0.0,0.020833,0.0625,0.029762,0.0,0.0,0.0,0.010417,0.0,424.0,0.0,6.0,0.011452,0.004814,0.0,0.0,0.0,0.000983
products_data.csv|__unknown__|seller_id:579776||products_data.csv|__unknown__|seller_id:681266,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:579776,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.0,0.416667,0.416667,0,0,0.0,0.0,0,0,0,2,0.362281,0.810927,673,673,0.172619,0.092262,0.007441,0.002976,0.177083,0.02381,0.0,0.0,0.0,0.001488,1.0,3.5,0.5,23.5,0.02968,0.016152,0.0,0.0,0.0,8.4e-05
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:579292,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:579292,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.083333,0.083333,0.083333,0,0,0.0,0.0,0,0,0,2,0.349433,0.845249,673,673,0.06994,0.0,0.074404,0.098215,0.163691,0.080357,0.0,0.0,0.0,0.105655,4.0,0.0,3.0,1137.0,0.026845,0.057177,0.0,0.0,0.0,0.011126
products_data.csv|__unknown__|seller_id:1882373||products_data.csv|__unknown__|seller_id:1893440,zh_target_aux,zh,sockpuppet_primary,semantic_only,1,products_data.csv|__unknown__|seller_id:1882373,products_data.csv|__unknown__|seller_id:1893440,__unknown__,__unknown__,1,1,medium,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.482157,0.43803,673,673,0.345238,0.203869,0.160714,0.870536,0.014881,0.206845,0.0,0.0,0.815476,0.671131,14.0,19.0,4.0,960.0,0.003423,0.040457,0.0,0.0,0.133333,0.141538
products_data.csv|__unknown__|seller_id:42982||products_data.csv|__unknown__|seller_id:7079,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:42982,products_data.csv|__unknown__|seller_id:7079,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.378329,0.749473,673,673,0.0,0.025298,0.043155,0.004465,0.0,0.59375,0.0,0.0,0.0,0.0,0.0,114110.6,4.0,2.0,0.0,0.069444,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:707139||products_data.csv|__unknown__|seller_id:707904,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:707139,products_data.csv|__unknown__|seller_id:707904,__unknown__,__unknown__,1,1,medium,pending,,0.5,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.445717,0.509856,673,673,0.172619,0.074404,0.453869,0.077381,0.016369,0.138393,0.0,0.0,0.886905,0.001488,1.0,560.0,9.0,28.5,0.00499,0.015704,0.0,0.0,0.5,0.000455
products_data.csv|__unknown__|seller_id:562239||products_data.csv|__unknown__|seller_id:631830,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:562239,products_data.csv|__unknown__|seller_id:631830,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.296129,0.956321,673,673,0.0,0.022321,0.303571,0.06994,0.044643,0.092262,0.0,0.0,0.0,0.047619,0.0,150.0,7.0,13.0,0.019037,0.023336,0.0,0.0,0.0,0.007059
products_data.csv|__unknown__|seller_id:579777||products_data.csv|__unknown__|seller_id:666509,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:579777,products_data.csv|__unknown__|seller_id:666509,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.423713,0.565704,673,673,0.245536,0.495535,0.324405,0.050595,0.211309,0.257441,0.0,0.0,0.0,0.035714,2.0,19984.0,7.0,19.0,0.031357,0.108524,0.0,0.0,0.0,0.002755
products_data.csv|__unknown__|seller_id:561217||products_data.csv|__unknown__|seller_id:700071,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:561217,products_data.csv|__unknown__|seller_id:700071,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.34726,0.785265,673,673,0.0,0.141369,0.157738,0.016369,0.019345,0.011905,0.0,0.0,0.0,0.020833,0.0,680.0,3.0,3.0,0.00614,0.008334,0.0,0.0,0.0,0.003406
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:561217,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:561217,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.34261,0.795915,673,673,0.0,0.119047,0.196429,0.022322,0.016369,0.022321,0.0,0.0,0.0,0.020833,0.0,644.0,4.0,4.0,0.008341,0.010929,0.0,0.0,0.0,0.003406
products_data.csv|__unknown__|seller_id:507092||products_data.csv|__unknown__|seller_id:565793,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:507092,products_data.csv|__unknown__|seller_id:565793,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.322446,0.851482,673,673,0.06994,0.0,0.428572,0.09375,0.022322,0.049107,0.0,0.0,0.0,0.053572,4.0,0.0,9.0,1040.0,0.002828,0.035737,0.0,0.0,0.0,0.006718
products_data.csv|__unknown__|seller_id:511124||products_data.csv|__unknown__|seller_id:614444,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:511124,products_data.csv|__unknown__|seller_id:614444,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.3391,0.785716,673,673,0.172619,0.050595,0.444941,0.102678,0.119047,0.03125,0.0,0.0,0.0,0.001488,1.0,69.0,8.5,69.5,0.020076,0.00381,0.0,0.0,0.0,0.000385
products_data.csv|__unknown__|seller_id:523242||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523242,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.271786,0.974158,673,673,0.0,0.019345,0.056548,0.002976,0.007441,0.001488,0.0,0.0,0.0,0.052083,0.0,100.0,1.0,21.0,0.00336,2.8e-05,0.0,0.0,0.0,0.003347
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:533821,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:533821,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.5,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.345024,0.753201,673,673,0.172619,0.034226,0.483631,0.026786,0.090774,0.014881,0.0,0.0,0.0,0.293155,1.0,210.0,11.0,902.5,0.123572,0.006818,0.0,0.0,0.0,0.020472
products_data.csv|__unknown__|seller_id:10398||products_data.csv|__unknown__|seller_id:30589,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:10398,products_data.csv|__unknown__|seller_id:30589,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.313231,0.848384,673,673,0.0,0.03869,0.605654,0.0,0.0,0.071429,0.0,0.0,0.0,0.0,0.0,1.77,13.0,0.0,0.0,0.012931,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:90066,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:90066,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.269928,0.954517,673,673,0.0,0.0,0.459822,0.15625,0.135417,0.244047,0.0,0.0,0.0,0.001488,0.0,0.0,11.0,1283.0,0.063145,0.300214,0.0,0.0,0.0,0.000504
products_data.csv|__unknown__|seller_id:579292||products_data.csv|__unknown__|seller_id:733839,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:579292,products_data.csv|__unknown__|seller_id:733839,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.083333,0.0,0.083333,0.083333,0,0,0.0,0.0,0,0,0,2,0.389082,0.587606,673,673,0.245536,0.400298,0.723214,0.007441,0.324405,0.005952,0.0,0.0,0.0,0.206845,2.0,14.0,17.0,213.0,0.073643,0.001896,0.0,0.0,0.0,0.02361
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:530122,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:530122,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.25,0.5,0.25,0,0,0.0,0.0,0,0,0,2,0.32949,0.762492,673,673,0.172619,0.029762,0.733631,0.040179,0.077381,0.014881,0.0,0.0,0.0,0.251488,1.0,190.0,16.5,950.0,0.114203,0.006719,0.0,0.0,0.0,0.01914
products_data.csv|__unknown__|seller_id:523269||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523269,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.258043,0.973995,673,673,0.0,0.017857,0.206845,0.026786,0.020833,0.03125,0.0,0.0,0.0,0.032738,0.0,20.0,4.0,324.0,0.030479,0.042009,0.0,0.0,0.0,0.002222
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.276263,0.915176,673,673,0.0,0.034226,0.254464,0.010417,0.013393,0.047619,0.0,0.0,0.0,0.075893,0.0,120.0,5.0,262.0,0.025447,0.048843,0.0,0.0,0.0,0.004303
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.727273,0.727273,0.310606,0,26.58003,0.0,5.316006,5,0,0,2,0.334522,0.734415,673,673,0.172619,0.065476,0.53125,0.004464,0.008928,0.008929,0.0,0.0,0.0,0.056548,1.0,151.0,11.0,120.5,0.018059,0.02467,0.0,0.0,0.0,0.003383
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:565330,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:565330,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.324583,0.757426,673,673,0.0,0.345238,0.056548,0.028273,0.047619,0.056547,0.0,0.0,0.0,0.022322,0.0,480.0,2.0,7.0,0.009289,0.008924,0.0,0.0,0.0,0.002381
products_data.csv|__unknown__|seller_id:524296||products_data.csv|__unknown__|seller_id:531338,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524296,products_data.csv|__unknown__|seller_id:531338,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.416667,0.583333,0.583333,0.166666,0,26.58003,0.0,5.316006,5,0,0,2,0.284061,0.87241,673,673,0.0,0.055059,0.038691,0.050596,0.06994,0.047619,0.0,0.0,0.0,0.15625,0.0,101.0,1.0,1110.0,0.103281,0.027631,0.0,0.0,0.0,0.011549
products_data.csv|__unknown__|seller_id:529130||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:529130,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.5,0.166667,0.5,0.333333,0,0,0.0,0.0,0,0,0,2,0.249725,0.974892,673,673,0.0,0.001488,0.041667,0.010416,0.044643,0.129464,0.0,0.0,0.0,0.071429,0.0,10.0,0.5,166.5,0.076096,0.051517,0.0,0.0,0.0,0.008734
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:523269,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:523269,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.261807,0.935201,673,673,0.0,0.016369,0.047619,0.016369,0.00744,0.016369,0.0,0.0,0.0,0.108631,0.0,100.0,1.0,62.0,0.005032,0.006834,0.0,0.0,0.0,0.006525
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:570730,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:570730,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.31826,0.764138,673,673,0.0,0.272321,0.02381,0.020833,0.059524,0.044643,0.0,0.0,0.0,0.016369,0.0,467.0,1.0,6.0,0.010387,0.006839,0.0,0.0,0.0,0.001669
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:644112,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:644112,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.243177,0.988982,673,673,0.0,0.0,0.254464,0.220239,0.052083,0.037203,0.0,0.0,0.0,0.373512,0.0,0.0,5.0,222.0,0.052613,0.005925,0.0,0.0,0.0,0.029605
products_data.csv|__unknown__|seller_id:510286||products_data.csv|__unknown__|seller_id:547451,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:510286,products_data.csv|__unknown__|seller_id:547451,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.253791,0.955648,673,673,0.0,0.0,0.047619,0.065477,0.032738,0.245535,0.0,0.0,0.0,0.373512,0.0,0.0,1.0,95.0,0.024265,0.300946,0.0,0.0,0.0,0.029605
products_data.csv|__unknown__|seller_id:537613||products_data.csv|__unknown__|seller_id:588456,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:537613,products_data.csv|__unknown__|seller_id:588456,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.31826,0.762149,673,673,0.0,0.272321,0.056548,0.028273,0.129464,0.056547,0.0,0.0,0.0,0.016369,0.0,467.0,2.0,7.0,0.024215,0.008924,0.0,0.0,0.0,0.001669
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.276206,0.887537,673,673,0.0,0.025298,0.238095,0.002976,0.008929,0.014881,0.0,0.0,0.0,0.014881,0.0,400.0,5.0,10.0,0.004457,0.005707,0.0,0.0,0.0,0.000648
products_data.csv|__unknown__|seller_id:582222||products_data.csv|__unknown__|seller_id:681266,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:582222,products_data.csv|__unknown__|seller_id:681266,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.076923,0.0,0.076923,0.076923,0,0,0.0,0.0,0,0,0,2,0.29814,0.820675,673,673,0.245536,0.0,0.233631,0.71131,0.016369,0.415179,0.0,0.0,0.0,0.040179,2.0,0.0,5.0,1301.0,0.004293,0.094256,0.0,0.0,0.0,0.002716
products_data.csv|__unknown__|seller_id:530122||products_data.csv|__unknown__|seller_id:581913,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:530122,products_data.csv|__unknown__|seller_id:581913,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.166667,0.25,0.083333,0,4.622858,0.0,4.622858,1,0,0,2,0.31498,0.759473,673,673,0.172619,0.03125,0.775298,0.050595,0.032738,0.144345,0.0,0.0,0.0,0.322917,1.0,200.0,17.0,1116.5,0.038107,0.058236,0.0,0.0,0.0,0.027874
products_data.csv|__unknown__|seller_id:523410||products_data.csv|__unknown__|seller_id:531474,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523410,products_data.csv|__unknown__|seller_id:531474,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.727273,0.727273,0.477273,0,0,0.0,0.0,0,0,0,2,0.274036,0.880303,673,673,0.0,0.049107,0.492559,0.011905,0.010416,0.049107,0.0,0.0,0.0,0.074405,0.0,220.0,10.0,264.0,0.024207,0.049096,0.0,0.0,0.0,0.004273
products_data.csv|__unknown__|seller_id:521580||products_data.csv|__unknown__|seller_id:530122,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:521580,products_data.csv|__unknown__|seller_id:530122,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.313055,0.75845,673,673,0.0,0.345238,0.324405,0.00744,0.001488,0.004464,0.0,0.0,0.0,0.096726,0.0,480.0,7.0,51.0,0.002328,0.003633,0.0,0.0,0.0,0.00644
products_data.csv|__unknown__|seller_id:522821||products_data.csv|__unknown__|seller_id:597859,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:522821,products_data.csv|__unknown__|seller_id:597859,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.25,0.25,0.25,0.0,0,4.622858,0.0,4.622858,1,0,0,2,0.278451,0.859942,673,673,0.0,0.040179,0.0,0.004464,0.005952,0.013393,0.0,0.0,0.0,0.016369,0.0,500.0,0.0,12.0,0.003217,0.005454,0.0,0.0,0.0,0.000678
products_data.csv|__unknown__|seller_id:523216||products_data.csv|__unknown__|seller_id:523242,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:523216,products_data.csv|__unknown__|seller_id:523242,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.166667,0.25,0.25,0.083333,0,4.622858,0.0,4.622858,1,0,0,2,0.296624,0.804572,673,673,0.172619,0.004464,0.260416,0.044643,0.035714,0.041667,0.0,0.0,0.0,0.221726,1.0,280.0,6.0,1092.0,0.078254,0.031914,0.0,0.0,0.0,0.015754
products_data.csv|__unknown__|seller_id:524273||products_data.csv|__unknown__|seller_id:556912,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:524273,products_data.csv|__unknown__|seller_id:556912,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.231974,0.993577,673,673,0.0,0.0,0.287202,0.040178,0.072917,0.063988,0.0,0.0,0.0,0.05506,0.0,0.0,7.0,7.0,0.028207,0.016032,0.0,0.0,0.0,0.007142
products_data.csv|__unknown__|seller_id:632995||products_data.csv|__unknown__|seller_id:634338,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:632995,products_data.csv|__unknown__|seller_id:634338,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.231688,0.99073,673,673,0.0,0.0,0.119048,0.032738,0.151785,0.059524,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.064021,0.010136,0.0,0.0,0.0,0.0
products_data.csv|__unknown__|seller_id:389356||products_data.csv|__unknown__|seller_id:506043,zh_target_aux,zh,sockpuppet_primary,semantic_structural,1,products_data.csv|__unknown__|seller_id:389356,products_data.csv|__unknown__|seller_id:506043,__unknown__,__unknown__,1,1,medium,pending,,1.0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.274619,0.854577,673,673,0.0,0.02381,0.502976,0.215774,0.270833,0.449405,0.0,0.0,0.0,0.416667,0.0,322.16,12.0,120.0,0.049252,0.057323,0.0,0.0,0.0,0.135497
