balanced_review_rank,pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,review_priority,review_status,review_label,reviewer_id,review_notes,soft_same_alias_continuity_bool,usable_for_supervision,usable_for_core_transfer,split_name,split_component_id,split_component_size,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,alias_relation,same_market_raw,candidate_rule_hits,candidate_rank_score,lexical_similarity,structural_support_score,shared_contact_count,shared_contact_values,shared_title_count,shared_title_values,shared_description_count,shared_description_values,shared_category_count,shared_category_values,shared_pgp_fingerprint_count,shared_pgp_fingerprint_values,left_preview,right_preview
868,market_item.xlsx|Cartel|seller_raw:bestgroup||market_item.xlsx|cypher market|seller_raw:monsterlabstore,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|Cartel|seller_raw:bestgroup,market_item.xlsx|cypher market|seller_raw:monsterlabstore,Cartel,cypher market,bestgroup,monsterlabstore,different_alias,false,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,11.870132,0.22302,0.766006,0,,2,"ANASTROZOL 1,5 MG/ML 30 ML MONSTERLAB || BOLDENONE LOTION 100 MG/ML 100 ML MONSTERLAB",1,as mentioned above we are an approved anabolic steroid supplier and not an intermediate or affiliate site or worse scammers. (You can convince yourself by placing a small order)...,1,"Drugs,Steroids",0,,"T: DIANABOL 100 CAPSULES OR 100 ML 50 MG MONSTERLAB || CYTOMEL T3 100 MCG/ML MONSTERLAB 30 ML | D: we also do it for free. There is no chance that anybody would open your hairspray bottle suspecting steroids inside it all our containers are specially made ... | C: Drugs,Steroids || Drugs,Prescription","T: CLOMID 50MG/CAP MONSTERLAB 100 CAPSULES OR ML || DIANABOL 25 MG/CAPSULE OR ML MONSTERLAB | D: we also do it for free. There is no chance that anybody would open your hairspray bottle suspecting steroids inside it all our containers are specially made ... | C: Drugs,Steroids || Drugs,Prescriptions"
869,market_item.xlsx|silk road 3.1|seller_raw:DrawkwarDAccounts||market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,test,comp_00165,36,market_item.xlsx|silk road 3.1|seller_raw:DrawkwarDAccounts,market_item.xlsx|silk road 3.1|seller_raw:premiumaccounts,silk road 3.1,silk road 3.1,DrawkwarDAccounts,premiumaccounts,different_alias,true,profile_lexical_neighbor|structural_support,4.103018,0.364764,0.957217,0,,0,,0,,1,Accounts,0,,T: Netflix Account [LIFETIME + FREEBIES] || Netflix Account [LIFETIME + FREEBIES] | D: Get a Netflix account now for a fraction of the price | C: Accounts,"T: Netflix Account with lifetime guarantee || Netflix Account with lifetime guarantee | D: You are buying a netflix account with lifetime guarantee. That means if you cant login anymore, pm me, and I will send you another one :) | C: Accounts"
870,market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:anshumala,market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,silk road 3.1,silk road 3.1,anshumala,vatsalmedsgmailcom,different_alias,true,shared_contact_exact,6.65799,0.0,0.328995,1,email:vatsalmeds@gmail.com,0,,0,,2,Others || Weed,0,,"T: PERCOCERT,HYDRO ,NEMBUTAL, XANX, ADDERALL, OXYCOTIN,ROXYS,MANDRA || 7 days penis enlargement pills | D: Percocet is used to treat moderate to severe pain. The extended-release form of this medication is for around-the-clock treatment of pain. It is not for trea... | C: Others || Weed","T: Buy Quality Real And fake Passports,Driverâs License,ID Cards, || New in Box Kimber Master Carry Pro Crimson GUN | D: contact us via vatsalmeds@gmail.com Buy perfectly reproduced fake/ counterfeit money with holograms and all security features available . we supply perfectly... | C: Others || Services"
871,market_item.xlsx|cypher market|seller_raw:AudiRS7||market_item.xlsx|darkfox market|seller_raw:FedEx,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,test,comp_00012,9,market_item.xlsx|cypher market|seller_raw:AudiRS7,market_item.xlsx|darkfox market|seller_raw:FedEx,cypher market,darkfox market,AudiRS7,FedEx,different_alias,false,profile_lexical_neighbor,3.348084,0.404274,0.46122,0,,0,,0,,0,,0,,"T: ⌐|2.5G|¬ ► Pure Afghan Heroin [#3] » Free WW-Shipping [INTRO-SALE] || ⌐|10G|¬ ► Pure Afghan Heroin [#3] » Free WW-Shipping [INTRO-SALE] | D: ║Shipping║ → Europe: 1-7 Days → United Kingdom: 2-7 Days → United States: 3-12 Days → Belgium: 2-5 Days → Germany: 3-6 Days → France: 3-8 Days → Rest Of The ... | C: Drugs,Opiates,Heroin","T: •• [1-5G] Pure Colombian Cocaine |UNCUT| » Free WW-Shipping + BONUS •• || •• [1-5G] Pure Colombian Cocaine |UNCUT| » Free WW-Shipping + BONUS •• | D: •• [1-5G] Pure Colombian Crack |AAA+| » Free WW-Shipping + BONUS •• •• INTRO BONUS •• -Every customer that leaves positive feedback will get an additional [2... | C: Drugs,Stimulants,Cocaine || Drugs,Stimulants,Crack"
873,market_item.xlsx|cypher market|seller_raw:AmphetamineCowboys||market_item.xlsx|versus market|seller_raw:NightlifeKings,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|cypher market|seller_raw:AmphetamineCowboys,market_item.xlsx|versus market|seller_raw:NightlifeKings,cypher market,versus market,AmphetamineCowboys,NightlifeKings,different_alias,false,profile_lexical_neighbor|shared_title_clone|structural_support,11.863862,0.761065,0.648736,0,,11,0.5 Grams Pure Amphetamine Pasté - Speed Pasté || 0.5 Grams Amphetamine Sulfate - Speed Sulfate || 2.5 Grams Amphetamine Sulfate - Speed Sulfate || 5 Grams Pure Amphetamine Pasté - Speed Pasté || 0.5 Grams Amphetamine Powder - Speed Powder,0,,0,,0,,"T: 2.5 Grams Pure Amphetamine Pasté - Speed Pasté || 2.5 Grams Amphetamine Pasté - Speed Pasté | D: 0.5 Grams Amphetamine Pasté - Speed Pasté This product is made from high grade washed A-Oil. Approximately 25% of the weight is lost during the drying proces... | C: Drugs,Stimulants,Speed","T: 3x 10mg Ritalin Tablets Sandoz - Methylphenidate || 0.5 Grams Amphetamine Sulfate - Speed Sulfate | D: This product is made from high grade washed A-Oil. Approximately 35% of the weight is lost during the drying process. Purity: Pure Amphetamine Pasté - Speed ... | C: Stimulants,Speed || Prescription,ADHD"
874,market_item.xlsx|apollon market|seller_raw:shroomking (100%)||market_item.xlsx|dark0de|seller_raw:bitbuds,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00114,1,market_item.xlsx|apollon market|seller_raw:shroomking (100%),market_item.xlsx|dark0de|seller_raw:bitbuds,apollon market,dark0de,shroomking (100%),bitbuds,different_alias,false,profile_lexical_neighbor,4.09782,0.489342,0.580884,0,,0,,0,,0,,0,,T: 1g Assorted Lower Quality Weed || 1g Assorted Lower Quality Weed | D: This listing is for one gram of assorted lower quality weed that I had stored for a while. It’s not as potent as my other strains and some of the buds are ai... | C: Cannabis & Hashish,"T: 14g strawberry akeil || 7g critical jack | D: This listing is for fourteen grams of Strawberry AKeil. I will update with more information later. Shipping is by Priority Mail. I only ship to US states and... | C: Drugs, Cannabis"
875,market_item.xlsx|silk road 3.1|seller_raw:lorialex903||market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:lorialex903,market_item.xlsx|silk road 3.1|seller_raw:vatsalmedsgmailcom,silk road 3.1,silk road 3.1,lorialex903,vatsalmedsgmailcom,different_alias,true,shared_contact_exact,6.65583,0.0,0.327915,1,email:vatsalmeds@gmail.com,0,,0,,2,Others || Weed,0,,"T: Quality Mephedrone( 4MMC) ,MDMA , Methylone (bk-MDMA) & 4MEC for || Cefixime Tablets | D: text (918) 324-6157 Contact: (918) 324-6157 or bekesrofine@gmail.com You should get in touch for your medications of all kind. I also provide direction for f... | C: Others || Weed","T: Buy Quality Real And fake Passports,Driverâs License,ID Cards, || New in Box Kimber Master Carry Pro Crimson GUN | D: contact us via vatsalmeds@gmail.com Buy perfectly reproduced fake/ counterfeit money with holograms and all security features available . we supply perfectly... | C: Others || Services"
878,market_item.xlsx|tor2door market|seller_raw:NightlifeKing||market_item.xlsx|versus market|seller_raw:AmphetamineCowboys,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|tor2door market|seller_raw:NightlifeKing,market_item.xlsx|versus market|seller_raw:AmphetamineCowboys,tor2door market,versus market,NightlifeKing,AmphetamineCowboys,different_alias,false,profile_lexical_neighbor|shared_title_clone,11.861918,0.865599,0.334162,0,,7,2.5 Grams Amphetamine Speed Sulfate Powder || 1 Gram HQ Amphetamine Speed Powder || 0.5 Grams Normal Amphetamine Speed Powder || 1 Gram Normal Amphetamine Speed Powder || 1 Gram Amphetamine Speed Sulfate Powder,0,,0,,0,,T: 5 Grams Amphetamine Speed Sulfate Powder || 10 Grams PURE Amphetamine Speed Paste | D: 2.5 Grams Normal Amphetamine Speed Paste Substance: Paste (Weight loss to dry is 20%) Purity: 50% - 55% (Normal Quality) Nice Clean Normal Amphetamine Speed ... | C: Physical,"T: 0.5 Grams Normal Amphetamine Paste || 0.5 Grams Normal Amphetamine Speed Powder | D: 0.5 Grams Normal Amphetamine Paste Substance: Paste (Weight loss to dry is 20%) Purity: 50% - 55% (Normal) Nice Clean Normal Amphetamine Speed Paste. For any... | C: Stimulants,Speed"
879,market_item.xlsx|silk road 3.1|seller_raw:Smokieevil1||market_item.xlsx|silk road 3.1|seller_raw:mid,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,codex_review: negative; high similarity is caused by generic placeholder text rather than seller-specific evidence.,0,1,1,train,comp_00236,1,market_item.xlsx|silk road 3.1|seller_raw:Smokieevil1,market_item.xlsx|silk road 3.1|seller_raw:mid,silk road 3.1,silk road 3.1,Smokieevil1,mid,different_alias,true,profile_lexical_neighbor|structural_support,4.089682,0.417875,0.791216,0,,0,,0,,1,Weed,0,,T: Grade a homegrown og kush || Grade a homegrown og kush | D: No Description Specified | C: Weed,"T: 56G AAA Grade Homegrown UK Cannabis || 56G AAA Grade Homegrown UK Cannabis | D: 56 Grams of our delicious homegrown cannabis, grown with love from carefully sourced international Indica seeds and fully cured for a smooth, relaxing smoke.... | C: Weed"
880,market_item.xlsx|darkfox market|seller_raw:Aliancepro||market_item.xlsx|darkfox market|seller_raw:Hassan,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared email may be sample/customer/victim data rather than seller identity.,0,0,0,uncertain_holdout,,,market_item.xlsx|darkfox market|seller_raw:Aliancepro,market_item.xlsx|darkfox market|seller_raw:Hassan,darkfox market,darkfox market,Aliancepro,Hassan,different_alias,true,shared_contact_exact,6.64698,0.0,0.32349,1,email:idgod1@protonmail.com,0,,0,,1,"Fraud,Cards & CVV",0,,"T: TOP QUALITY FAKE DOCUMENTS, PASSPORTS, ID CARDS, DRIVER'S LICENSE, VISAS... || TOP QUALITY FAKE DOCUMENTS, PASSPORTS, ID CARDS, DRIVER'S LICENSE, VISAS... | D: WHATSAPP +1(415)937-8013 ICQ ====> Companyprints ltd Telegram ====> asap_companyprints Wickr =======> companyprints EMAIL:(idgod1@protonmail.com) We have Asi... | C: Counterfeit Items,Fake IDs || Counterfeit Items,Money","T: SUPPER OFFER FROM HASSAN 2X – $500- $7,000 Aged Paypal With Bank,CC, || PHYSICAL EUROPEAN PASSPORT *MAKE SURE YOU READ THROUGH | D: Hologram & MRZ Readable. ADD US ON WICKER FOR INSTANT RESPONSE & SAMPLE. Wckr: regland Email: idgod1@protonmail.com Whatsapp: +1 209 315 6041 The countries w... | C: Fraud,Cards & CVV"
881,market_item.xlsx|dark0de|seller_raw:dazn||market_item.xlsx|vice city|seller_raw:CastorSmiley,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: negative; high similarity is explained by public/product boilerplate or leaked-data field templates without identity closure.,0,1,1,train,comp_00123,1,market_item.xlsx|dark0de|seller_raw:dazn,market_item.xlsx|vice city|seller_raw:CastorSmiley,dark0de,vice city,dazn,CastorSmiley,different_alias,false,profile_lexical_neighbor,3.344952,0.416482,0.42303,0,,0,,0,,0,,0,,"T: usa non vbv with known balance $20000-$30000 clone || usa fullz cc with known balance $20000 - $30000 | D: Buy 2 Credit Card on any of my listings and get 1 Credit Cards for free CC Data Format Credit Card Number / Expiration Date / CCV # / Name / Address / City /... | C: Carding, Cards and CVV",T: USA Fresh Fullz Live CVV + non vbv + Balance 20k-30k || HQ USA CREDIT CARD AVAILABLE Balance $6000-$12000 | D: and so once the authorization hold is made we then know 2 things about this card the first is that the card is live and the second is the amount we charged w... | C: CVV & Cards
883,market_item.xlsx|apollon market|seller_raw:jimmycolney09 (100%)||market_item.xlsx|apollon market|seller_raw:jimmysdrugs (100%),en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|apollon market|seller_raw:jimmycolney09 (100%),market_item.xlsx|apollon market|seller_raw:jimmysdrugs (100%),apollon market,apollon market,jimmycolney09 (100%),jimmysdrugs (100%),different_alias,true,profile_lexical_neighbor|shared_description_clone|shared_title_clone|structural_support,11.852988,0.594378,0.64336,0,,1,Cheap tester 0.4 Grade B Bolivian Coke,1,Wickr App - pp1881 I am new on here and would like to build up a client base. My coke is really good. nice cheap tester nice high without any shit come down would love a review ...,1,Stimulants,0,,T: 1.75g Grade B Bolivian Cream Coke || 1.75g Grade B Bolivian Cream Coke | D: without any come down. No side effects like jaw swinging Im here to provide an effcient and freindly service. Any questions please meesage me Nice clean coke... | C: Stimulants,T: Cheap tester 0.4 Grade B Bolivian Coke || 1.75g Grade B Bolivian Coke | D: Wickr App - pp1881 I am new on here and would like to build up a client base. My coke is really good. nice cheap tester nice high without any shit come down ... | C: Stimulants || Ecstasy MDMA
884,market_item.xlsx|darkfox market|seller_raw:bestgroup||market_item.xlsx|silk road 3.1|seller_raw:bralle,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,test,comp_00019,7,market_item.xlsx|darkfox market|seller_raw:bestgroup,market_item.xlsx|silk road 3.1|seller_raw:bralle,darkfox market,silk road 3.1,bestgroup,bralle,different_alias,false,profile_lexical_neighbor,4.086706,0.490533,0.571754,0,,0,,0,,0,,0,,"T: OXYMETHOLONE 50 MG 100 CAPSULE OR ML MONSTERLAB || CIALIS 20 MG/CAPSULE MONSTERLAB 100 CAPSULES OR ML | D: we also do it for free. There is no chance that anybody would open your hairspray bottle suspecting steroids inside it all our containers are specially made ... | C: Drugs,Steroids || Drugs,Paraphernalia",T: TESTOSTERONE PHENYLPORPIONATE 100 MGML 10 ml VIAL New Year Sale || OXYMETHOLONE 50 MG 100 CAPSULE New Year Sale | D: 17 ounces ( Can send Max 2 items for example 30 or 60 or 100 ml of Injectables or 2 boxes of orals ) We are currently the only store that offers this option ... | C: Others
885,market_item.xlsx|agartha market|seller_raw:chemzy3813||market_item.xlsx|agartha market|seller_raw:vendor_men,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|agartha market|seller_raw:chemzy3813,market_item.xlsx|agartha market|seller_raw:vendor_men,agartha market,agartha market,chemzy3813,vendor_men,different_alias,true,shared_contact_exact,6.644348,0.0,0.322174,1,wickr:messgenger,0,,0,,0,,0,,"T: Ephedra / Ephedrine HCL Crystal Powder || PayPal Funding | D: kindly download the following app (WICKR)/ Telegram from your play store to connect with me. App name::::::WICKR Messgenger Our Wickr ID:::::drubybay1010 Tel... | C: Digital Items,Other || Psychedelics,DMT","T: Pain pills/ Party pills/ Valiums/ Powders and more || ALL PILLS AVAILABLE PLACE YOUR ORDER FREE SHIPMENT | D: WhatsApp us on +63 909 509 3226 Email us on Dr.Santoslewise@gmail.com Wickr ID (vendormen) We are Reliable and fast in shipping Buy more pay less (discount).... | C: Pills,Benzos,Pain Management,Muscle Relaxants,Sedatives - Sleep,Sexual Enhanc... || Pills,Benzos,Pain Management,Muscle Relaxants,Sedatives - Sleep,Sexual Enhancers"
888,market_item.xlsx|silk road 3.1|seller_raw:MarkiHock||market_item.xlsx|silk road 3.1|seller_raw:MatiasVasquez,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:MarkiHock,market_item.xlsx|silk road 3.1|seller_raw:MatiasVasquez,silk road 3.1,silk road 3.1,MarkiHock,MatiasVasquez,different_alias,true,profile_lexical_neighbor|shared_description_clone|structural_support,11.801588,0.855095,0.835509,0,,0,,1,Collectives and Legal Patients only Samples available for Dispensaries and Collectives Text the # you see on the paper if you want some quality buds ship to your door step .,1,Weed,0,,T: #1 Oz Quality and Consistent on top garde A Buds || #1 Oz Quality and Consistent on top garde A Buds | D: Collectives and Legal Patients only Samples available for Dispensaries and Collectives Text the # you see on the paper if you want some quality buds ship to ... | C: Weed,T: Top Quality Grade A++ Buds Available || Top Quality Grade A++ Buds Available | D: Collectives and Legal Patients only Samples available for Dispensaries and Collectives Text the # you see on the paper if you want some quality buds ship to ... | C: Weed
889,market_item.xlsx|apollon market|seller_raw:NarcoExpress (100%)||market_item.xlsx|apollon market|seller_raw:your_service (98%),en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00086,2,market_item.xlsx|apollon market|seller_raw:NarcoExpress (100%),market_item.xlsx|apollon market|seller_raw:your_service (98%),apollon market,apollon market,NarcoExpress (100%),your_service (98%),different_alias,true,profile_lexical_neighbor|structural_support,4.075834,0.371235,0.924212,0,,0,,0,,5,Cannabis & Hashish || Disassociatives || Ecstasy MDMA || Ecstasy Pills || Psychedelic,0,,T: ★★ 1000x ★XTC PURPLE O YELLOW PLATAS O PLOMO★240MG★ || ★★100G ★ FINEST HASH ★ AAA+++ ★ | D: we will also start at a lower price than usual. We look forward to a wonderful relationship together and success for all concerned. ===Shipping=== - all orde... | C: Psychedelic || Stimulants,T: 25x -LSD- CRAZY WITCH DOCTOR 220nq CLONE || 500G First Class HASH HASCHISCH | D: we will also start at a lower price than usual. We look forward to a wonderful relationship together and success for all concerned. ===Shipping=== - all orde... | C: Stimulants || Ecstasy Pills
890,market_item.xlsx|silk road 3.1|seller_raw:anshumala||market_item.xlsx|silk road 3.1|seller_raw:kidney,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_valid_test_topup_review_20260423,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|silk road 3.1|seller_raw:anshumala,market_item.xlsx|silk road 3.1|seller_raw:kidney,silk road 3.1,silk road 3.1,anshumala,kidney,different_alias,true,shared_contact_exact,6.643372,0.0,0.321686,1,email:vatsalmeds@gmail.com,0,,0,,3,Others || Pills || Weed,0,,"T: PERCOCERT,HYDRO ,NEMBUTAL, XANX, ADDERALL, OXYCOTIN,ROXYS,MANDRA || 7 days penis enlargement pills | D: Percocet is used to treat moderate to severe pain. The extended-release form of this medication is for around-the-clock treatment of pain. It is not for trea... | C: Others || Weed",T: buy pain pill and other prescription drugs email vatsalmeds@gmai || Restoril Tablets | D: email vatsalmeds@gmail.com or +1 (504) 407-1267 | C: Others || Weed
891,market_item.xlsx|agartha market|seller_raw:AlexMuyer||market_item.xlsx|agartha market|seller_raw:drugload90,en_content_train_pool,en,sockpuppet_primary,semantic_only,medium,reviewed,negative,codex_en_source_expansion_valid_test_topup_review_20260423,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,train,comp_00030,94,market_item.xlsx|agartha market|seller_raw:AlexMuyer,market_item.xlsx|agartha market|seller_raw:drugload90,agartha market,agartha market,AlexMuyer,drugload90,different_alias,true,profile_lexical_neighbor,3.321804,0.393747,0.479661,0,,0,,0,,0,,0,,"T: Omega De Ville Tresor , 125th Anniversary Edition || 4 rolex submariner | D: Top quality MDMA pills and capsules imported directly from Amsterdam. Made by professionals in high end labs this product is definitely superior to MDMA and ... | C: Digital Items,Media,Invitations,How-To Guides,E-Books,Erotica,Security,Softwa... || Services,E-Currency Exchange,Cash Out,Classifieds,Other","T: Alprazolam Xanax 2mg ER - $3 a /Pill 100 pills || Soliris Eculizumab Injection,300Mg/30 Ml,RS 500 vi | D: DOWNLOAD WICKR APP AND CONTACT US BEFORE OR AFTER PLACING YOUR ORDER. WICKR ID...drugload90 CONTACT US BEFORE PLACING YOUR ORDER. Wickr Me: drugload90 We are... | C: Pills,Benzos,Pain Management || Opiates,Codeine,Morphine,Oxycodone"
893,market_item.xlsx|dark0de|seller_raw:bitdark||market_item.xlsx|darkfox market|seller_raw:DarkEX,en_content_train_pool,en,sockpuppet_primary,text_clone_primary,high,reviewed,uncertain,codex_en_source_expansion_review_20260421,"codex_review: uncertain; strong text overlap exists, but it is not enough for primary positive supervision without clearer identity closure.",0,0,0,uncertain_holdout,,,market_item.xlsx|dark0de|seller_raw:bitdark,market_item.xlsx|darkfox market|seller_raw:DarkEX,dark0de,darkfox market,bitdark,DarkEX,different_alias,false,profile_lexical_neighbor|shared_description_clone|shared_title_clone,11.752082,0.302478,0.468607,0,,2,vmware workstation pro v16.1.2 may 2021 update || driver booster 8.0.2 pro may 2021 update,4,"see our System Requirements documentation. System Requirements A compatible 64-bit x86/AMD64 CPU launched in 2011 or later * 1.3GHz or faster core speed 2GB RAM minimum/ 4GB RAM... || Why buy expensive passport scan while you can make it by yourself for Cheapest way possible? All the technical elements have been carefully designed in the template. It will pas... || Automatically Update Over 4,500,000 Drivers & Game Components for Stable System Performance The Driver Updater that Fits Your Needs Driver Booster PRO is the NO.1 driver updater...",0,,0,,"T: passive income stop dropshipping start drop servic || canada passport psd template link: https://mega.n | D: so drop servicing is 10 times more profitable than drop shipping for Passive Income. One more thing is that building a Shopify drop shipping website is very ... | C: Digital, False Documents || Digital, Spyware","T: WARZONE RAT 1.84 WITH KEYLOGGER, PASSWORD RECOVERY, WINDOWS DEFENDER BYPASS & MANY MORE || US PASSPORT PSD TEMPLATE # 100% GURANTEED TO PASS ID VERIFICATION | D: it is often used to steal banking information by man-in-the-browser keystroke logging and form grabbing. It is also used to install the CryptoLocker ransomwa... | C: Software & Malware,Malware || Software & Malware,Security Software"
894,market_item.xlsx|silk road 3.1|seller_raw:geazy||market_item.xlsx|silk road 3.1|seller_raw:thugdos,en_content_train_pool,en,sockpuppet_primary,semantic_structural,medium,reviewed,negative,codex_en_source_expansion_review_20260421,"codex_review: negative; same-topic high-semantic overlap lacks contact, PGP, clone, alias, or other seller-specific identity closure.",0,1,1,test,comp_00165,36,market_item.xlsx|silk road 3.1|seller_raw:geazy,market_item.xlsx|silk road 3.1|seller_raw:thugdos,silk road 3.1,silk road 3.1,geazy,thugdos,different_alias,true,profile_lexical_neighbor|structural_support,4.064328,0.346816,0.991716,0,,0,,0,,1,Accounts,0,,T: Lifetime Guaranteed Netflix Account || Lifetime Guaranteed Netflix Account | D: Guaranteed for 1 year. I have 20 in stock. | C: Accounts,"T: Lifetime Netflix account || Lifetime Netflix account | D: A lifetime account of netflix premium. Stock is large. Delivery within 2-24 hours. If order is not completed in 24 hours, you get 3 accounts. | C: Accounts"
895,market_item.xlsx|agartha market|seller_raw:Ortegameds||market_item.xlsx|agartha market|seller_raw:blackhathacker,en_content_train_pool,en,sockpuppet_primary,identifier_primary,high,reviewed,uncertain,codex_en_source_expansion_topup_review_20260421,codex_review: uncertain; shared contact exists but seller-facing context or support is insufficient for a positive label.,0,0,0,uncertain_holdout,,,market_item.xlsx|agartha market|seller_raw:Ortegameds,market_item.xlsx|agartha market|seller_raw:blackhathacker,agartha market,agartha market,Ortegameds,blackhathacker,different_alias,true,shared_contact_exact,6.634386,0.0,0.317193,2,email:fsukkg@aol.com || email:smcdpalmisano@gmail.com,0,,0,,2,"Digital Items,Media,Invitations,How-To Guides,E-Books,Erotica,Security,Software,Other || Services,E-Currency Exchange,Cash Out,Classifieds,Other",0,,"T: PAYPAL TRANSFER, CASHAPP, RIA, WORLDREMIT, VENMO || WESTERN UNION AND MONEYGRAM TRANSFER | D: debit cards or any virtual card. we do business only with serious client for fast communication feedback and for more details you can get to us through any o... | C: Services,E-Currency Exchange,Cash Out,Classifieds,Other || Digital Items,Media,Invitations,How-To Guides,E-Books,Erotica,Security,Softwa...","T: Untraceable and Unique counterfeit bills 20,50,100 || A+ FAKE AND REAL PASSPORTS,DLICENSE,DIPLOMATS,IDs | D: ***WIckr.....hathacker ***Call/Text Whats-app.....+1 978-406-9577 One stop premium solution to buy 100% high quality undetectable counterfeit money for sale ... | C: Services,E-Currency Exchange,Cash Out,Classifieds,Other || Digital Items,Media,Invitations,How-To Guides,E-Books,Erotica,Security,Softwa..."
