"path","type","bytes","reason"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_predictions.en_test.csv","file","30652","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29473","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_predictions.zh_test.csv","file","27247","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_predictions.zh_valid.csv","file","21010","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260320_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33151","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_predictions.en_test.csv","file","30652","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29473","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_predictions.zh_test.csv","file","27247","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_predictions.zh_valid.csv","file","21010","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260321_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33151","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_predictions.en_test.csv","file","30652","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29473","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_predictions.zh_test.csv","file","27247","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_predictions.zh_valid.csv","file","21010","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_20pct_seed_20260322_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33153","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_predictions.en_test.csv","file","30654","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","29479","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_predictions.zh_test.csv","file","27253","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_predictions.zh_valid.csv","file","21007","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260320_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33153","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_predictions.en_test.csv","file","30654","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","29479","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_predictions.zh_test.csv","file","27253","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_predictions.zh_valid.csv","file","21007","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260321_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33153","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_predictions.en_test.csv","file","30654","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","29479","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_predictions.zh_test.csv","file","27253","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_predictions.zh_valid.csv","file","21007","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_lr_l2_ratio_50pct_seed_20260322_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33988","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_predictions.en_test.csv","file","31489","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","30215","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_predictions.zh_test.csv","file","27989","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_predictions.zh_valid.csv","file","21574","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260320_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33988","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_predictions.en_test.csv","file","31489","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","30215","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_predictions.zh_test.csv","file","27989","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_predictions.zh_valid.csv","file","21574","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260321_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33988","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_predictions.en_test.csv","file","31489","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","30215","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_predictions.zh_test.csv","file","27989","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_predictions.zh_valid.csv","file","21574","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_100pct_seed_20260322_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33851","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_predictions.en_test.csv","file","31352","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","30106","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_predictions.zh_test.csv","file","27880","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_predictions.zh_valid.csv","file","21488","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260320_sampled.zh_train.csv","file","5811","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33858","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_predictions.en_test.csv","file","31359","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","30106","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_predictions.zh_test.csv","file","27880","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_predictions.zh_valid.csv","file","21492","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260321_sampled.zh_train.csv","file","5811","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33851","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_predictions.en_test.csv","file","31352","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","30106","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_predictions.zh_test.csv","file","27880","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_predictions.zh_valid.csv","file","21488","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_10pct_seed_20260322_sampled.zh_train.csv","file","5811","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33862","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_predictions.en_test.csv","file","31363","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","30108","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_predictions.zh_test.csv","file","27882","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_predictions.zh_valid.csv","file","21492","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260320_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33862","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_predictions.en_test.csv","file","31363","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","30108","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_predictions.zh_test.csv","file","27882","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_predictions.zh_valid.csv","file","21492","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260321_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33862","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_predictions.en_test.csv","file","31363","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","30108","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_predictions.zh_test.csv","file","27882","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_predictions.zh_valid.csv","file","21492","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_20pct_seed_20260322_sampled.zh_train.csv","file","11321","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","33871","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_predictions.en_test.csv","file","31372","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","30109","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_predictions.zh_test.csv","file","27883","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_predictions.zh_valid.csv","file","21485","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260320_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","33871","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_predictions.en_test.csv","file","31372","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","30109","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_predictions.zh_test.csv","file","27883","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_predictions.zh_valid.csv","file","21485","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260321_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","33871","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_predictions.en_test.csv","file","31372","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","30109","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_predictions.zh_test.csv","file","27883","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_predictions.zh_valid.csv","file","21485","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_no_semantics_residual_lr_ratio_50pct_seed_20260322_sampled.zh_train.csv","file","28045","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","31014","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_predictions.en_test.csv","file","28515","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27564","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_predictions.zh_test.csv","file","25338","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_predictions.zh_valid.csv","file","19543","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260320_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","31019","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_predictions.en_test.csv","file","28520","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27562","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_predictions.zh_test.csv","file","25336","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_predictions.zh_valid.csv","file","19548","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260321_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","31013","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_predictions.en_test.csv","file","28514","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27567","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_predictions.zh_test.csv","file","25341","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_predictions.zh_valid.csv","file","19549","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_100pct_seed_20260322_sampled.zh_train.csv","file","55888","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","30888","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_predictions.en_test.csv","file","28389","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27451","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_predictions.zh_test.csv","file","25225","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_predictions.zh_valid.csv","file","19462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260320_sampled.zh_train.csv","file","5772","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","30896","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_predictions.en_test.csv","file","28397","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_predictions.zh_test_fixed_base_threshold.csv","file","27462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_predictions.zh_test.csv","file","25236","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_predictions.zh_valid.csv","file","19469","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260321_sampled.zh_train.csv","file","5756","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_predictions.en_test_fixed_base_threshold.csv","file","30892","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_predictions.en_test.csv","file","28393","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_predictions.zh_test_fixed_base_threshold.csv","file","27460","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_predictions.zh_test.csv","file","25234","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_predictions.zh_valid.csv","file","19465","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_10pct_seed_20260322_sampled.zh_train.csv","file","5766","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_predictions.en_test_fixed_base_threshold.csv","file","30896","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_predictions.en_test.csv","file","28397","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_predictions.zh_test_fixed_base_threshold.csv","file","27457","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_predictions.zh_test.csv","file","25231","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_predictions.zh_valid.csv","file","19462","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260320_sampled.zh_train.csv","file","11294","Step 9 sampled support CSV not required for Step 11 scoring after summary audit"
"reports\step9_core_few_shot_bge_m3_ratio_20pct_seed_20260321_predictions.en_test_fixed_base_threshold.csv","file","30897","Step 9 prediction CSV not required for Step 11 scoring after summary audit"
