pair_uid,data_bucket,candidate_language,candidate_scope,review_stratum,core_transfer_eligible,seller_uid_left,seller_uid_right,source_market_raw_left,source_market_raw_right,same_market_raw_bool,same_source_dataset_bool,review_priority,review_status,review_label,profile_category_jaccard,has_shared_title_clone,has_shared_description_clone,has_shared_contact_exact,has_shared_pgp_fingerprint,shared_title_count_capped,shared_description_count_capped,shared_category_count_capped,shared_contact_count_capped,shared_pgp_fingerprint_count_capped,boilerplate_ratio_left,boilerplate_ratio_right,boilerplate_ratio_max,boilerplate_ratio_gap_abs,shared_title_idf_sum,shared_description_idf_sum,shared_title_idf_mean,shared_description_idf_mean,shared_boilerplate_count,shared_low_df_sentence_count,shared_rare_ngram_count,candidate_rule_count_raw,sparse_lexical_similarity_raw,structural_support_score_raw,left_market_profile_size,right_market_profile_size,item_count_percentile_gap_abs,price_median_percentile_gap_abs,title_length_median_percentile_gap_abs,description_length_median_percentile_gap_abs,digit_ratio_mean_percentile_gap_abs,punct_ratio_mean_percentile_gap_abs,repeated_title_share_percentile_gap_abs,repeated_description_share_percentile_gap_abs,max_category_share_percentile_gap_abs,uppercase_ratio_mean_percentile_gap_abs,item_count_raw_gap_abs,price_median_raw_gap_abs,title_length_median_raw_gap_abs,description_length_median_raw_gap_abs,digit_ratio_mean_raw_gap_abs,punct_ratio_mean_raw_gap_abs,repeated_title_share_raw_gap_abs,repeated_description_share_raw_gap_abs,max_category_share_raw_gap_abs,uppercase_ratio_mean_raw_gap_abs,embedding_cosine_gte_multilingual_base,embedding_cosine_bge_m3,embedding_cosine_multilingual_e5_large,embedding_cosine_labse,embedding_cosine_paraphrase_multilingual_mpnet,reranker_score_gte_multilingual_reranker_base,reranker_score_bge_reranker_v2_m3,source_seller_raw_left,source_seller_raw_right,alias_normalized_left,alias_normalized_right,scoring_experiment_name,score_rank_desc,prob_positive,relation_reliability_score,relation_reliability_pass,relation_reliability_direct_identity_support,relation_reliability_semantic_topic_only,relation_reliability_style_consistency,relation_reliability_components,edge_score_final,edge_at_threshold_0470000,edge_at_threshold_0800000,edge_at_threshold_0900000
market_item.xlsx|中文暗网交易市场|seller_raw:446883||market_item.xlsx|茶马古道|seller_raw:/shop/4165,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:446883,market_item.xlsx|茶马古道|seller_raw:/shop/4165,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,5,0,0,0,0.0,0.0,0.0,0.0,8.437991,48.106672,8.437991,8.017779,0,6,1,3,0.711696,0.362924,2468,2629,0.011449,0.310928,0.129321,0.168529,0.165106,0.05386,0.015536,0.028717,0.828131,0.075753,1.0,14.999785,2.5,107.0,0.091127,0.002774,0.0,0.0,0.5,0.002732,0.993647,0.93946,0.942617,0.979161,0.946789,0.653318,0.031242,446883,/shop/4165,446883,/shop/4165,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,74,0.863785,0.53,1,0,0,0.897463,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +style_consistency:0.080,0.457806,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:518270||market_item.xlsx|茶马古道|seller_raw:/shop/395629,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:518270,market_item.xlsx|茶马古道|seller_raw:/shop/395629,中文暗网交易市场,茶马古道,0,1,low,pending,,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.457797,2468,2629,0.009001,0.007569,0.096916,0.191287,0.215519,0.186312,0.015536,0.028717,0.06067,0.037073,2.0,12.49891,1.0,16.0,0.076439,0.014094,0.0,0.0,0.063636,0.001808,0.986706,0.891655,0.925649,0.933903,0.866459,0.646228,0.032659,518270,/shop/395629,518270,/shop/395629,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,75,0.862363,0.28,0,0,0,0.951129,+style_consistency:0.080,0.241462,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:361068||market_item.xlsx|中文暗网交易市场|seller_raw:465763,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:361068,market_item.xlsx|中文暗网交易市场|seller_raw:465763,中文暗网交易市场,中文暗网交易市场,1,1,high,pending,,1.0,1,1,0,0,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,3,0.0,0.752859,2468,2468,0.016214,0.18403,0.008512,0.109444,0.010133,0.042157,0.0,0.0,0.0,0.116336,7.0,0.00404,0.5,20.5,0.0035,0.006139,0.0,0.0,0.0,0.007663,0.995013,0.922405,0.956629,0.96161,0.978858,0.760278,0.114808,361068,465763,361068,465763,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,76,0.858988,0.4,1,0,0,0.986827,+structural_support:0.120 || +style_consistency:0.080,0.343595,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:507119||market_item.xlsx|茶马古道|seller_raw:/shop/416753,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:507119,market_item.xlsx|茶马古道|seller_raw:/shop/416753,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.177077,0.380671,2468,2629,0.028689,0.285423,0.252401,0.030004,0.249408,0.120224,0.015536,0.028717,0.026351,0.169574,10.0,0.9985,4.0,53.0,0.072454,0.019924,0.0,0.0,0.017857,0.014061,0.974368,0.878521,0.930795,0.957051,0.868048,0.732749,0.092407,507119,/shop/416753,507119,/shop/416753,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,77,0.857134,0.28,0,0,0,0.924886,+style_consistency:0.080,0.239998,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:544322||market_item.xlsx|茶马古道|seller_raw:/shop/405334,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:544322,market_item.xlsx|茶马古道|seller_raw:/shop/405334,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,0,16.300618,0.0,8.150309,0,2,0,3,0.181764,0.197195,2468,2629,0.495879,0.147933,0.121554,0.015,0.325089,0.051847,0.015536,0.028717,0.950152,0.140165,9.0,39.99908,1.5,139.0,0.016901,0.000863,0.0,0.0,0.6,0.004724,0.98494,0.856192,0.913462,0.891011,0.672079,0.686673,0.091049,544322,/shop/405334,544322,/shop/405334,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,78,0.856783,0.43,1,0,0,0.86914,+rare_description_clone:0.150 || +style_consistency:0.080,0.368417,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:490054||market_item.xlsx|中文暗网交易市场|seller_raw:507092,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:490054,market_item.xlsx|中文暗网交易市场|seller_raw:507092,中文暗网交易市场,中文暗网交易市场,1,1,medium,pending,,0.333333,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.523286,0.366296,2468,2468,0.450345,0.165789,0.195784,0.30077,0.0454,0.142683,0.0,0.0,0.828131,0.174301,7.0,0.000245,4.5,1492.0,0.017805,0.088878,0.0,0.0,0.5,0.07295,0.990906,0.899208,0.959256,0.959013,0.939299,0.61947,0.065105,490054,507092,490054,507092,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,79,0.856005,0.03,0,0,1,0.829955,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.02568,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:606036||market_item.xlsx|茶马古道|seller_raw:/shop/461572,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:606036,market_item.xlsx|茶马古道|seller_raw:/shop/461572,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.563852,0.369146,2468,2629,0.090366,0.092976,0.257,0.115331,0.019739,0.022468,0.015536,0.028717,0.0,0.112007,1.0,67.998365,6.0,10.5,0.029627,0.017257,0.0,0.0,0.0,0.0,0.970123,0.899464,0.932267,0.978236,0.909104,0.694486,0.03045,606036,/shop/461572,606036,/shop/461572,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,80,0.853656,0.03,0,0,1,0.940458,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.02561,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:605004||market_item.xlsx|茶马古道|seller_raw:/shop/461572,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:605004,market_item.xlsx|茶马古道|seller_raw:/shop/461572,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.702879,0.369444,2468,2629,0.090366,0.09176,0.221329,0.118979,0.012443,0.01963,0.015536,0.028717,0.0,0.112007,1.0,67.99836,5.0,8.0,0.031641,0.012856,0.0,0.0,0.0,0.0,0.975146,0.902598,0.935296,0.974655,0.898904,0.720837,0.022999,605004,/shop/461572,605004,/shop/461572,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,81,0.847044,0.03,0,0,1,0.940458,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.025411,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:596149||market_item.xlsx|茶马古道|seller_raw:/shop/461572,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:596149,market_item.xlsx|茶马古道|seller_raw:/shop/461572,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.602136,0.369443,2468,2629,0.090366,0.10919,0.221329,0.118979,0.012443,0.01963,0.015536,0.028717,0.0,0.112007,1.0,67.99855,5.0,8.0,0.031641,0.012856,0.0,0.0,0.0,0.0,0.972562,0.88364,0.933976,0.97553,0.878457,0.704476,0.037364,596149,/shop/461572,596149,/shop/461572,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,82,0.846449,0.03,0,0,1,0.940458,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.025393,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:596099||market_item.xlsx|茶马古道|seller_raw:/shop/446585,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:596099,market_item.xlsx|茶马古道|seller_raw:/shop/446585,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,3,0,0,0,0.0,0.0,0.0,0.0,8.437991,16.875982,8.437991,8.437991,0,2,1,3,0.453236,0.23089,2468,2629,0.440704,0.016841,0.110241,0.081588,0.063472,0.052034,0.015536,0.028717,0.0,0.290891,4.0,197.99529,2.0,2078.0,0.414323,0.094047,0.0,0.0,0.0,0.044561,0.98467,0.962673,0.940613,0.951219,0.956982,0.762796,0.114637,596099,/shop/446585,596099,/shop/446585,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,83,0.846247,0.53,1,0,0,0.942247,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +style_consistency:0.080,0.448511,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:506172||market_item.xlsx|茶马古道|seller_raw:/shop/395950,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:506172,market_item.xlsx|茶马古道|seller_raw:/shop/395950,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,4,0,0,0,0.0,0.0,0.0,0.0,16.875982,25.313973,8.437991,8.437991,0,3,2,3,0.721124,0.443651,2468,2629,0.066982,0.031854,0.155927,0.273197,0.070563,0.02755,0.015536,0.028717,0.75761,0.142887,0.0,354.99455,2.0,23.0,0.06636,0.013104,0.0,0.0,0.333333,0.038025,0.993521,0.935229,0.953202,0.974677,0.890376,0.732826,0.061149,506172,/shop/395950,506172,/shop/395950,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,84,0.845454,0.61,1,0,0,0.931227,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +rare_ngram_support:0.080 || +style_consistency:0.080,0.515727,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:536419||market_item.xlsx|茶马古道|seller_raw:/shop/462274,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:536419,market_item.xlsx|茶马古道|seller_raw:/shop/462274,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.749439,0.497685,2468,2629,0.087583,0.103713,0.076375,0.146352,0.178437,0.146712,0.015536,0.028717,0.0,0.112007,0.0,0.99983,1.0,14.0,0.006301,0.012556,0.0,0.0,0.0,0.0,0.994857,0.926215,0.941085,0.985497,0.961085,0.734235,0.153141,536419,/shop/462274,536419,/shop/462274,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,85,0.845435,0.03,0,0,1,0.904352,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.025363,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:557403||market_item.xlsx|茶马古道|seller_raw:/shop/8506,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:557403,market_item.xlsx|茶马古道|seller_raw:/shop/8506,中文暗网交易市场,茶马古道,0,1,low,pending,,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.0,0.204644,2468,2629,0.247728,0.265241,0.388562,0.568423,0.186031,0.321418,0.015536,0.028717,0.036436,0.353643,20.0,84.99932,8.0,54.0,0.252849,0.052259,0.0,0.0,0.289855,0.028767,0.983523,0.836354,0.907062,0.903447,0.804723,0.600345,0.028893,557403,/shop/8506,557403,/shop/8506,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,86,0.844258,0.28,0,0,0,0.743515,+style_consistency:0.080,0.236392,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/423736||market_item.xlsx|茶马古道|seller_raw:/shop/454105,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/423736,market_item.xlsx|茶马古道|seller_raw:/shop/454105,茶马古道,茶马古道,1,1,medium,pending,,0.6,0,0,0,0,0,0,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.325444,0.645545,2629,2629,0.007229,0.045662,0.070016,0.627854,0.000381,0.293379,0.0,0.040335,0.191019,0.21347,1.0,1.0,2.0,68.5,2.2e-05,0.045972,0.0,0.375,0.339286,0.025358,0.991761,0.935078,0.942593,0.960304,0.860852,0.693849,0.423288,/shop/423736,/shop/454105,/shop/423736,/shop/454105,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,87,0.843943,0.4,1,0,0,0.942161,+structural_support:0.120 || +style_consistency:0.080,0.337577,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/448945||market_item.xlsx|茶马古道|seller_raw:/shop/463446,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/448945,market_item.xlsx|茶马古道|seller_raw:/shop/463446,茶马古道,茶马古道,1,1,high,pending,,0.25,0,1,0,0,0,5,1,0,0,0.0,0.0,0.0,0.0,0,48.009282,0.0,8.001547,0,6,0,2,0.601902,0.265063,2629,2629,0.353121,0.612253,0.746575,0.541857,0.436834,0.04414,0.0,0.0,0.950152,0.457762,4.0,9998.0,26.0,1303.0,0.081083,0.005254,0.0,0.0,0.6,0.093361,0.97622,0.858018,0.931371,0.936188,0.745143,0.695128,0.535425,/shop/448945,/shop/463446,/shop/448945,/shop/463446,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,88,0.843259,0.35,1,0,0,0.552702,+rare_description_clone:0.150,0.295141,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/422335||market_item.xlsx|茶马古道|seller_raw:/shop/438230,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/422335,market_item.xlsx|茶马古道|seller_raw:/shop/438230,茶马古道,茶马古道,1,1,high,pending,,0.6,0,1,0,0,0,1,3,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,2,0.0,0.638138,2629,2629,0.011415,0.071537,0.172755,0.570396,0.009513,0.202436,0.0,0.033486,0.119482,0.118721,2.0,2.0,7.0,115.0,0.001572,0.024033,0.0,0.3,0.083333,0.019292,0.987871,0.889807,0.930852,0.949836,0.891899,0.649705,0.139072,/shop/422335,/shop/438230,/shop/422335,/shop/438230,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,89,0.843255,0.4,1,0,0,0.904871,+structural_support:0.120 || +style_consistency:0.080,0.337302,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:345233||market_item.xlsx|茶马古道|seller_raw:/shop/7810,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:345233,market_item.xlsx|茶马古道|seller_raw:/shop/7810,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,5,0,0,0,0.0,0.0,0.0,0.0,16.5883,40.633762,8.29415,8.126752,0,5,2,3,0.735295,0.496048,2468,2629,0.065483,0.324014,0.41391,0.265872,0.352566,0.013207,0.015536,0.028717,0.016573,0.112007,0.0,2.99995,8.5,1.5,0.021159,0.010488,0.0,0.0,0.0,0.0,0.993921,0.919661,0.946869,0.978009,0.946889,0.650423,0.133946,345233,/shop/7810,345233,/shop/7810,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,90,0.84248,0.61,1,0,0,0.911255,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +rare_ngram_support:0.080 || +style_consistency:0.080,0.513913,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/463317||market_item.xlsx|茶马古道|seller_raw:/shop/463398,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/463317,market_item.xlsx|茶马古道|seller_raw:/shop/463398,茶马古道,茶马古道,1,1,high,pending,,0.0,1,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,8.437991,16.875982,8.437991,8.437991,0,2,1,3,1.0,0.5,2629,2629,0.173136,0.0,0.0,0.0,0.0,0.0,0.012938,0.060502,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.998333,0.997862,0.985308,0.995446,0.988327,0.757739,0.355629,/shop/463317,/shop/463398,/shop/463317,/shop/463398,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,91,0.84069,0.65,1,0,0,1.0,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +structural_support:0.120 || +style_consistency:0.080,0.546449,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/398130||market_item.xlsx|茶马古道|seller_raw:/shop/452596,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|茶马古道|seller_raw:/shop/398130,market_item.xlsx|茶马古道|seller_raw:/shop/452596,茶马古道,茶马古道,1,1,high,pending,,0.333333,0,1,0,0,0,3,1,0,0,0.0,0.0,0.0,0.0,0,23.781498,0.0,7.927166,0,3,0,1,0.0,0.494552,2629,2629,0.423516,0.0,0.093988,0.462329,0.144977,0.19863,0.001903,0.017504,0.940259,0.333333,12.0,0.0,5.0,391.0,0.028937,0.021018,0.076923,0.153846,0.538462,0.044908,0.97324,0.840691,0.923136,0.919869,0.733005,0.63224,0.112867,/shop/398130,/shop/452596,/shop/398130,/shop/452596,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,92,0.839997,0.43,1,0,0,0.828197,+rare_description_clone:0.150 || +style_consistency:0.080,0.361199,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:535637||market_item.xlsx|茶马古道|seller_raw:/shop/441993,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:535637,market_item.xlsx|茶马古道|seller_raw:/shop/441993,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.434671,0.351818,2468,2629,0.260719,0.010769,0.182308,0.041397,0.217272,0.481426,0.015536,0.028717,0.0,0.134586,1.0,4999.92566,5.5,46.5,0.007813,0.077943,0.0,0.0,0.0,0.099732,0.995056,0.945152,0.953688,0.973351,0.862631,0.796819,0.077573,535637,/shop/441993,535637,/shop/441993,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,93,0.836894,0.03,0,0,1,0.912008,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.025107,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:605180||market_item.xlsx|茶马古道|seller_raw:/shop/461572,zh_target_strict,zh,sockpuppet_primary,semantic_only,1,market_item.xlsx|中文暗网交易市场|seller_raw:605180,market_item.xlsx|茶马古道|seller_raw:/shop/461572,中文暗网交易市场,茶马古道,0,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,1,0.647742,0.369443,2468,2629,0.090366,0.112028,0.221329,0.118979,0.012443,0.01963,0.015536,0.028717,0.0,0.112007,1.0,67.99858,5.0,8.0,0.031641,0.012856,0.0,0.0,0.0,0.0,0.975831,0.89133,0.934252,0.972311,0.834315,0.649646,0.04294,605180,/shop/461572,605180,/shop/461572,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,94,0.83677,0.03,0,0,1,0.940458,+style_consistency:0.080 || -0.250:semantic_topic_only_penalty,0.025103,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:415649||market_item.xlsx|茶马古道|seller_raw:/shop/441122,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:415649,market_item.xlsx|茶马古道|seller_raw:/shop/441122,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,0,1,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,0,24.450927,0.0,8.150309,0,3,0,2,0.486393,0.27415,2468,2629,0.081397,0.428843,0.162545,0.555003,0.153032,0.094041,0.015536,0.051137,0.112083,0.206559,2.0,162.999615,5.0,55.0,0.005378,0.026565,0.0,0.5,0.25,0.024862,0.978996,0.922211,0.940433,0.971558,0.900881,0.676556,0.051079,415649,/shop/441122,415649,/shop/441122,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,95,0.835883,0.43,1,0,0,0.867443,+rare_description_clone:0.150 || +style_consistency:0.080,0.35943,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/435963||market_item.xlsx|茶马古道|seller_raw:/shop/462498,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/435963,market_item.xlsx|茶马古道|seller_raw:/shop/462498,茶马古道,茶马古道,1,1,medium,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7.339379,0.0,7.339379,0,1,0,1,0.240334,0.517019,2629,2629,0.353121,0.0,0.314688,0.505327,0.054414,0.289954,0.0,0.0,0.724886,0.133181,4.0,0.0,7.0,452.0,0.014228,0.033664,0.0,0.0,0.2,0.015955,0.99421,0.943335,0.961041,0.965666,0.924422,0.778882,0.74116,/shop/435963,/shop/462498,/shop/435963,/shop/462498,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,96,0.83563,0.4,1,0,0,0.788432,+structural_support:0.120 || +style_consistency:0.080,0.334252,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:605878||market_item.xlsx|茶马古道|seller_raw:/shop/446570,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:605878,market_item.xlsx|茶马古道|seller_raw:/shop/446570,中文暗网交易市场,茶马古道,0,1,high,pending,,0.0,1,1,0,0,1,2,0,0,0,0.0,0.0,0.0,0.0,8.437991,42.189955,8.437991,8.437991,0,5,1,3,0.475563,0.368932,2468,2629,0.260719,0.011558,0.113262,0.046585,0.268434,0.030774,0.015536,0.028717,0.0,0.106828,1.0,198.49439,2.0,62.5,0.009441,0.027345,0.0,0.0,0.0,0.011811,0.996006,0.967843,0.960697,0.974472,0.870509,0.692369,0.069963,605878,/shop/446570,605878,/shop/446570,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,97,0.835491,0.53,1,0,0,0.961321,+rare_description_clone:0.150 || +rare_title_clone:0.100 || +style_consistency:0.080,0.44281,1,1,0
market_item.xlsx|中文暗网交易市场|seller_raw:494406||market_item.xlsx|茶马古道|seller_raw:/shop/404772,zh_target_strict,zh,sockpuppet_primary,text_clone_primary,1,market_item.xlsx|中文暗网交易市场|seller_raw:494406,market_item.xlsx|茶马古道|seller_raw:/shop/404772,中文暗网交易市场,茶马古道,0,1,low,pending,,0.0,1,0,0,0,2,0,0,0,0,0.0,0.0,0.0,0.0,8.437991,0,8.437991,0.0,0,0,1,1,0.0,0.413403,2468,2629,0.039453,0.029389,0.117128,0.21048,0.12821,0.160261,0.015536,0.028717,0.678557,0.109169,4.0,299.99463,2.0,10.0,0.005885,0.014808,0.0,0.0,0.1,0.000694,0.991149,0.912654,0.930921,0.952776,0.948045,0.737682,0.053203,494406,/shop/404772,494406,/shop/404772,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,98,0.833977,0.38,1,0,0,0.886852,+rare_title_clone:0.100 || +style_consistency:0.080,0.316911,1,1,0
market_item.xlsx|茶马古道|seller_raw:/shop/435963||market_item.xlsx|茶马古道|seller_raw:/shop/444654,zh_target_strict,zh,sockpuppet_primary,semantic_structural,1,market_item.xlsx|茶马古道|seller_raw:/shop/435963,market_item.xlsx|茶马古道|seller_raw:/shop/444654,茶马古道,茶马古道,1,1,low,pending,,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,7.339379,0.0,7.339379,0,1,0,1,0.206936,0.518677,2629,2629,0.353121,0.0,0.314688,0.503805,0.021309,0.254185,0.0,0.0,0.724886,0.125951,4.0,0.0,7.0,425.0,0.005109,0.030487,0.0,0.0,0.2,0.014986,0.994724,0.939209,0.963756,0.962065,0.916064,0.845705,0.708767,/shop/435963,/shop/444654,/shop/435963,/shop/444654,core_few_shot_labse_lr_l2_ratio_100pct_seed_20260322,99,0.833147,0.4,1,0,0,0.809932,+structural_support:0.120 || +style_consistency:0.080,0.333259,1,1,0
