balanced_review_rank,review_stratum,pair_uid,candidate_scope,review_priority,candidate_rule_hits,candidate_rank_score,alias_relation,same_market_raw,source_market_raw_left,source_market_raw_right,source_seller_raw_left,source_seller_raw_right,shared_contact_values,shared_title_values,shared_description_values,shared_category_values,shared_pgp_fingerprint_values,lexical_similarity,structural_support_score,left_preview,right_preview,review_status,review_label,reviewer_id,review_notes
1737,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:566597||market_item.xlsx|中文暗网交易市场|seller_raw:596616,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.105028,different_alias,true,中文暗网交易市场,中文暗网交易市场,566597,596616,,,,私人专拍,,0.267448,0.75017,T: 私人专拍贴他人勿扰 || 私人专拍贴他人勿扰 | D: 私人专拍贴他人勿扰私人专拍贴他人勿扰 | C: 私人专拍,T: 私拍闲人勿扰 || 私拍闲人勿扰 | D: 私拍闲人勿扰私拍闲人勿扰私拍闲人勿扰私拍闲人勿扰私拍闲人勿扰 | C: 私人专拍,pending,,,
1738,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:24172||market_item.xlsx|茶马古道|seller_raw:/shop/461222,sockpuppet_primary,medium,profile_lexical_neighbor,1.834306,different_alias,false,中文暗网交易市场,茶马古道,24172,/shop/461222,,,,,,0.229832,0.227657,"T: 私拍私拍-狂人 || 私拍私拍-狂人 | D: 共计100条数据,1元一条 | C: 私人专拍",T: 2021最新邮件群发软件 高效 稳定 购买后找我要激活码@brofish8 || 2021最新邮件群发软件 高效 稳定 购买后找我要激活码@brofish8 | D: 亚马逊购买者邮箱，附带抓取地址，都是真实购买者，可群发做营销 钓鱼等等自己开发 | C: 数据 || 技术,pending,,,
1739,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:99482||market_item.xlsx|茶马古道|seller_raw:/shop/406714,sockpuppet_primary,high,shared_description_clone,5.616298,different_alias,false,中文暗网交易市场,茶马古道,99482,/shop/406714,,,这个方法简单快捷，非常适合新手笨人，一学就会，学会了可以将自己的钱洗白，也可以大额度的为别人洗钱，可以将市面上主流第三方的钱，包括但不限于支付宝，微信，蚂蚁花白，qq钱包，信用卡，京东白条的钱由黑变白，为了让你更快的学会，我写了一个文档，拍下会有我的tg. 为了避免套技术，恶意退款之徒，在此声明，虚拟资料与信息具有可复制性，拍下不能退款，考虑清楚再拍,,,0.0,0.308149,T: 一个出售国外主机，服务器速度快，很稳定的国内网站 || 简单易学的洗钱法，扣5%的点，不会问我！ | D: 这个国内网站卖的国外虚拟主机与服务器，ping值在几十秒，是我见过速度最快的一个出售商，价格也不贵，支持月付，最让人高兴的是客服服务效率很快，优点我就不一一列举了，这个主要是节约大家找主机与服务器的时间，此为虚拟信息，具有可复制性，一经发货，不予退款，望知悉 | C: 其它类别 || 数据资源,T: 寻求各大门户网站 贴吧 论坛 广告位置。寻求顶贴发帖的高手。求优化高手。 || 18年社会工作者报考数据5.3万条 | D: 不管你们怎么决定 最重要的是所有人都做同样的操作 并且知道对方会怎么 做 这份教程讲的很全面 操作系统包括(WIN+OSX+安卓+苹果)还会教你怎么去设置 教程会让你学到如何安全的进行通讯 防止你的设备离开你的时候 有效的保证不会被敌人找到证据 关于密码的保护 怎么做才能不被社工 如何安全的去使用浏览器以及避免泄... | C: 数据 || 技术,pending,,,
1740,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:45288||market_item.xlsx|中文暗网交易市场|seller_raw:56155,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.104776,different_alias,true,中文暗网交易市场,中文暗网交易市场,45288,56155,,,,数据资源,,0.328512,0.566852,T: 出售 一手 8月份股民数据 4W条 || 出售 一手 8月份股民数据 4W条 | D: 一万条股民数据 | C: 数据资源 || 私人专拍,T: 9月份股民数据 141360条 || 9月份股民数据 141360条 | D: 包含以下信息 姓名 手机号 地址 证券账户余额 格式 EXCEL 每份1万条 14万条请拍14份 来源 券商内部导出 虚拟产品具有复制性，一经购买拒绝退款 | C: 数据资源,pending,,,
1741,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:29159||market_item.xlsx|茶马古道|seller_raw:/shop/436715,sockpuppet_primary,medium,profile_lexical_neighbor,1.820874,different_alias,false,中文暗网交易市场,茶马古道,29159,/shop/436715,,,,,,0.226732,0.230241,T: 私人专拍，国外身份及驾照 || 私人专拍，国外身份及驾照 | D: 其他人勿拍 | C: 私人专拍 || 虚拟物品,T: 求购身份证正反面+手持 || 求购身份证正反面+手持 | D: 大量求购身份证正反面+手持，有量的来，最好是一手的 | C: 担保私拍,pending,,,
1742,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:509685||market_item.xlsx|茶马古道|seller_raw:/shop/464737,sockpuppet_primary,high,shared_description_clone,5.601492,different_alias,false,中文暗网交易市场,茶马古道,509685,/shop/464737,,,包含制作工具、视频教程、各类APP过脸模版和脚本、人脸动作辅助控制插件等 || 本教程通俗易懂，认真看两遍就能操作，跟着视频实操一次就能出师,,,0.0,0.300746,T: 北京房产数据车主资料可以做金融股票几十万的业主资料 || 北京房产数据车主资料可以做金融股票几十万的业主资料 | D: 北京的房产资料，总共有几十万的业主信息，资料时间2012年到2018年不等基本上大部分的楼盘都有，有需要的直接拍下，网盘发货 | C: 数据资源 || 技术技能,T: 最新整理齐全的黑市地址网站2000多条（有海外暗网） || 2020最新过人脸识别扫脸全套完整软件+脚本+视频教程 | D: 1000套2021最新的手持身份证，购买后赠送1000条裸贷照片和视频{有肉偿的} | C: 数据,pending,,,
1743,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:586003||market_item.xlsx|中文暗网交易市场|seller_raw:99610,sockpuppet_primary,medium,profile_lexical_neighbor,3.10336,different_alias,true,中文暗网交易市场,中文暗网交易市场,586003,99610,,,,私人专拍,,0.343594,0.520898,T: 975币0032BTC私人专拍 || 售USDT457折BTC0015 | D: 售USDT457，折BTC0.015 1.拍下来，发收款二维码 2.收到款后，请马上放币 | C: 私人专拍,T: 私人专拍 || 私人专拍 | D: 私人专拍！！！！ | C: 私人专拍,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
1744,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:32782||market_item.xlsx|茶马古道|seller_raw:/shop/397874,sockpuppet_primary,medium,profile_lexical_neighbor,1.808862,different_alias,false,中文暗网交易市场,茶马古道,32782,/shop/397874,,,,,,0.220393,0.243252,T: 军队内部爆破教材，含炸药的简易制备等 || 利用身边的物品制作冒火的玩具 | D: 身份证正反面+手持+学生证 已设置自动发货 | C: 技术技能 || 虚拟物品,"T: 100套 身份证正反面 ,手持.学生证照片 || 100套 身份证正反面 ,手持.学生证照片 | D: 100套 身份证照片，手持身份证照片，学生证照片 | C: 虚拟",pending,,,
1745,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:481541||market_item.xlsx|茶马古道|seller_raw:/shop/433651,sockpuppet_primary,high,shared_description_clone,5.587546,different_alias,false,中文暗网交易市场,茶马古道,481541,/shop/433651,,,骗人者终被人骗，想做黑色业务首先要有智商 做黑色业务的人都需要银行卡四件套，购买别人身份证办的银行卡，方便自己收款 || 骗人者终被人骗，想做黑色业务首先要有智商 做黑色业务的人都需要银行卡四件套，购买别人身份证办的银行卡，方便自己收款。 什么是四件套呢？什么是四件套，官方解释是床单、被套、枕套、床裙。,,,0.0,0.293773,T: 裸借肉偿.原资源包40G历经2晚精心挑选5.3G高质量高颜值的裸借 || 裸借肉偿.原资源包40G历经2晚精心挑选5.3G高质量高颜值的裸借 | D: 包概2017 2018 一直到2019三月，所有材料精简到5.3G，MEGA网盘链接发货，只要电脑或者手机开VPN然后搜索链接就可以了，要下载到本地的话需要你自己也注册个MWGA账号，无需实名很简单 | C: 影视色情 || 基础知识,T: 犯事如何防被抓，万一被抓如何无证据释放，精简！详细！全面！ || 犯事如何防被抓，万一被抓如何无证据释放，精简！详细！全面！ | D: 1、直邮取件注意事项（同样适用于国内收货） 2-一旦翻车，Cop审问逻辑，你该如何回答，并帮助你安全脱险，包括以下4小点： 1.出事后你将面临的流程 2.涉及的相关法律 3.口供 4.态度 本文纯手工打制，结合自己多年经验，当初因为自己一次失足，吃了3年公粮，吃一堑长十智，教你如何化险为夷，这篇文章有可能是你人生... | C: 技术 || 数据,pending,,,
1746,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:137444||market_item.xlsx|中文暗网交易市场|seller_raw:511033,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.098324,different_alias,true,中文暗网交易市场,中文暗网交易市场,137444,511033,,,,私人专拍,,0.274493,0.725683,T: DS的私拍 || DS的私拍 | D: 提好友列表，一共五个，提出来付款 | C: 私人专拍,T: tiantian的私拍 || tiantian的私拍 | D: tiantian的私拍，勿扰 | C: 私人专拍,pending,,,
1747,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:24172||market_item.xlsx|茶马古道|seller_raw:/shop/403136,sockpuppet_primary,medium,profile_lexical_neighbor,1.808552,different_alias,false,中文暗网交易市场,茶马古道,24172,/shop/403136,,,,,,0.221383,0.240127,"T: 私拍私拍-狂人 || 私拍私拍-狂人 | D: 共计100条数据,1元一条 | C: 私人专拍",T: 今年新出浦发银行理财优质客户15W含金额 || 今年新鲜网贷申请信息11万条首发贷款 | D: 浦发银行上海地区理财优质客户 今年新出15万条购买理财产品客户的数据， 姓名|性别|生日|手机号|运营商|产品名称|年化收益|期限|起额|金额| 收益类型|风险等级|客户类型|身份证|联系地址 如图内容很详细，含客户投资金额 经济中心一线大城市的高净值群体，股票，配资等等用途非常广 | C: 数据 || 担保私拍,pending,,,
1748,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:562028||market_item.xlsx|茶马古道|seller_raw:/shop/402602,sockpuppet_primary,high,shared_description_clone,5.575772,different_alias,false,中文暗网交易市场,茶马古道,562028,/shop/402602,,,本商品包含：我花了200买的10多g的单个美女生活照，生活视频，自慰视频的专用资源！（部分资源有水印需要会声会影或者pr等工具稍微处理一下，介意勿拍！） 虚拟视频电脑破解永久版！,,,0.0,0.287886,T: 裸聊美女资源付生活照 || 保健品茶叶数据 | D: 联系地址 全国各地中老年，男女都有，已去重 拍2份=发145万，拍1份=发50万<自动发货> 是针对中老年定向营销的好数据， 比如推广保健品，收藏品，讲座会销，养生器材，旅游，理财，股票等 拉人气打包甩卖，超低价巨划算 | C: 数据资源 || 影视色情,T: 美女帅哥套图宝妈白富美生活照祛斑祛痘瘦身脱发丰胸素材全网最全 || 2020年11月22刚下的网贷一手料子 | D: 练这个中途不能中断，中断的话，效果大打折扣，每天保持在一个小时最佳，如果是有重病再身，最好要保持在两三个小时，坚持一段时间，只要下功夫，一般的毛病，或者医生束手无策的慢性病基本上都可以治愈（注意我说的是基本上而不是全部，世界上没有百分之百，这只是一个古代流传下来的治病办法，如果你得了癌症，艾滋病，可以一试，中医有... | C: 虚拟 || 数据,pending,,,
1749,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/415633||market_item.xlsx|茶马古道|seller_raw:/shop/454877,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.097062,different_alias,true,茶马古道,茶马古道,/shop/415633,/shop/454877,,,,担保私拍,,0.263456,0.758163,T: 私拍！看准了！别乱拍 || 私拍！看准了！别乱拍 | D: 私拍！手机！手机！手机！ | C: 担保私拍,T: 私拍 勿扰 续续续续 || 私拍 勿扰 续续续续 | D: 二〇二一年四月十二日 | C: 担保私拍,pending,,,
1750,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:57048||market_item.xlsx|茶马古道|seller_raw:/shop/426166,sockpuppet_primary,medium,profile_lexical_neighbor,1.806794,different_alias,false,中文暗网交易市场,茶马古道,57048,/shop/426166,,,,,,0.244393,0.170218,T: [人脸识别]过人脸识别技术的视频教程+所有工具资源 || [身份证+姓名]几百万身份证+姓名 | D: 这是小七网络的2018年最新的第七期源码免杀教程 现在政府打得越来越严，明网上的免杀教程几乎绝迹，而小七也早被抓，玩免杀的谁都知道，免杀是需要时效性的，所以越新越好 | C: 虚拟物品 || 数据资源,T: 白菜价人脸识别技术 || 白菜价人脸识别技术 | C: 虚拟,pending,,,
1751,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:532353||market_item.xlsx|茶马古道|seller_raw:/shop/404798,sockpuppet_primary,high,shared_description_clone,5.556002,different_alias,false,中文暗网交易市场,茶马古道,532353,/shop/404798,,,都是历史贷款料，16 17 18的，包括平安 新一代 华夏 汇中 小牛 你我贷 恒昌 阳光啊这些 。数量150W只多不少，也没仔细的计算，仔细算的话不到200W也差不多了，其中有杭州的20.6万裸号，其他的都有身份信息，当然，每一个格式都不一样，公司不同。 还有几万保单信息。 详情参考图片吧！再说一遍，都是历史料，介意的朋友勿拍，别纠纷。MEGA网盘发货,,,0.0,0.278001,T: 平安银行新一贷14w大额贷款含房贷车贷公积金寿险保单等网贷 || 平安银行新一贷14w大额贷款含房贷车贷公积金寿险保单等网贷 | D: 字段： 姓名 性别 民族 学历 毕业学校 专业 院系 政治面貌 生源地 学生类型 移动电话 邮箱 经过简单查看虽然已经毕业，但是电话和邮箱大部分还是再用状态 此类毕业大学生适合做很多项目例如招聘 母婴 数据总量350626条，禁止站内倒卖 详细内容看图 拍下自动发货 | C: 数据资源 || 技术技能,T: 30W+全国保健品及成人用品客户信息，白菜价放送 || 历史贷款保险料150W以上，自动发货 | D: 数量150W只多不少，也没仔细的计算，仔细算的话不到200W也差不多了，其中有杭州的20.6万裸号，其他的都有身份信息，当然，每一个格式都不一样，公司不同 | C: 数据,pending,,,
1752,semantic_structural,market_item.xlsx|中文暗网交易市场|seller_raw:477368||market_item.xlsx|中文暗网交易市场|seller_raw:99610,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.095582,different_alias,true,中文暗网交易市场,中文暗网交易市场,477368,99610,,,,私人专拍,,0.323527,0.57721,T: 娃哈哈私拍，群发软件 || 红灯绿酒的私拍 | D: 指定站拖库，时间3天。 | C: 私人专拍,T: 私人专拍 || 私人专拍 | D: 私人专拍！！！！ | C: 私人专拍,pending,,,
1753,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:391418||market_item.xlsx|茶马古道|seller_raw:/shop/403921,sockpuppet_primary,medium,profile_lexical_neighbor,1.79812,different_alias,false,中文暗网交易市场,茶马古道,391418,/shop/403921,,,,,,0.222712,0.230924,T: 私拍 苹果 || 私拍 苹果 | D: 私拍 苹果 | C: 私人专拍,T: 苹果cms10最新站群插件 || 苹果cms10最新站群插件 | C: 技术,pending,,,
1754,text_clone_primary,market_item.xlsx|茶马古道|seller_raw:/shop/437493||market_item.xlsx|茶马古道|seller_raw:/shop/455868,sockpuppet_primary,high,shared_description_clone,5.552502,different_alias,true,茶马古道,茶马古道,/shop/437493,/shop/455868,,,暗网这样的地方骗子遍地，基本上刚上暗网的人，都有被骗的经历,,,0.0,0.276251,T: 新手最全面的暗网地址合集防诈骗让新手少走弯路 || 新手最全面的暗网地址合集防诈骗让新手少走弯路 | D: 希望这这个导航能对新手小白有帮助，避免不必要的损失 | C: 数据,T: 原价几百美金的资料包，包含各种资料数据，各种灰黑项目，各种药品配方 || 黄网最全集合只售一刀 | D: 这份教程讲的很全面 操作系统包括(WIN+OSX+安卓+苹果)还会教你怎么去设置 教程会让你学到如何安全的进行通讯 防止你的设备离开你的时候 有效的保证不会被敌人找到证据 关于密码的保护 怎么做才能不被社工 如何安全的去使用浏览器以及避免泄露历史痕迹 从网上下载过来的文件正确的去保存 访问敏感信息的时候使有效避免... | C: 技术 || 虚拟,pending,,,
1755,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/448219||market_item.xlsx|茶马古道|seller_raw:/shop/843,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.094856,different_alias,true,茶马古道,茶马古道,/shop/448219,/shop/843,,,,担保私拍,,0.281128,0.704044,T: 寺库 数据 hah 拍 || 寺库 数据 hah 拍 | D: 寺库奢侈品APP的数据 3000条 | C: 担保私拍,T: 私拍，请勿下单 || 私拍，请勿下单 | D: 线下私拍单，请勿下单 | C: 担保私拍,pending,,,
1756,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:31478||market_item.xlsx|茶马古道|seller_raw:/shop/410942,sockpuppet_primary,medium,profile_lexical_neighbor,1.786064,different_alias,false,中文暗网交易市场,茶马古道,31478,/shop/410942,,,,,,0.236209,0.184405,T: 一手数据 || 一手数据 | C: 私人专拍,"T: 一手数据, 绝非倒卖,可以长期合作, 资料齐全 可 应用各种场景 || 一手数据, 绝非倒卖,可以长期合作, 资料齐全 可 应用各种场景 | D: tg：@dico_fr_111 email: dico.fr@pm.me 数据格式为word 文字信息:姓名 电话 现住地址 QQ号 微信号 支付宝号 图片信息:身份证身份证照片,手持身份证照 个别会带有父母电话号 | C: 数据",pending,,,
1757,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:504187||market_item.xlsx|茶马古道|seller_raw:/shop/442518,sockpuppet_primary,high,shared_description_clone,5.543604,different_alias,false,中文暗网交易市场,茶马古道,504187,/shop/442518,,,或许你的身边的同事白天是个勤恳的程序员，晚上是个挑灯夜战的成人站长 || 前台妹子白天端庄大方、漂亮可爱，晚上可能就是某H播平台的当红花旦,,,0.0,0.271802,T: 代建黄色网站特价 || 代建黄色网站特价 | D: 成本：服务器＋域名 500元左右可自行购买 （下单起两天交付 包含前台后台账号密码 绑定的邮箱及邮箱密保可随意更改密码） 服务费：700元 建立属于你自己的黄色网站 变现模式一（广告制）：达到一定IP流量接广告 优点：好处资金安全收款方便 变现模式二（会员制）：通过微信收款码 或者支付宝收款 每月收费 优点客户稳... | C: 服务业务,T: 药品制作方法 || 43个虚拟卡通道 | D: 投资大约300-500元 网站为全自动采集，每天会自动更新片源，包含网站源码，18套精美模板以及超详细搭建教程 关于色情网站的盈利，可以通过发布广告赚取广告费用，或者开通会员制包月服务，接棋牌提成等等... 色站的宣传也是非常容易的，基本上是个男人，哪有不看簧片的呢 食色性也，对性的需求深深的写在人类的基因中，性... | C: 技术 || 虚拟,pending,,,
1758,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/438230||market_item.xlsx|茶马古道|seller_raw:/shop/452928,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.094238,different_alias,true,茶马古道,茶马古道,/shop/438230,/shop/452928,,,,技术 || 数据 || 虚拟,,0.322027,0.581038,T: ➥➥2021 年修车-约炮软件 6款- 可约楼凤兼职大学生兼职白领空姐模特狼友修车性息资源叫鸡约炮APP找桑拿 会所成人直播平台黄播APP || 各种抖音快手 视频网站实用软件工具 | D: 共6个平台，2款手机APP，2个网站，2个黄播APP， 后期还会更新更多平台，之前买过的可以私聊我获取新增的 手机APP和网站这些性息资源平台都是收费的 不想花钱获取资源可以发布自己知道的资源赚积分 也可以推广赚积分或者加群看看有没有狼友帮忙解锁 黄播APP看直播是免费的，如果要约主播要刷礼物主播才会给联系方式 ... | C: 虚拟 || 数据,T: 2000G 高压缩数据 自动发货 社工库，身份证 户籍 守夜人 京东 QQ老密 人脸，整理了最全的数据量，可以自己建立社工库超值！！！！！！！！ || 2021 社工教程+守夜人30G社工数据索引 （红骷髅安全组出品）mega发货，东西没有问题请立即放款，谢谢。 记得建社工库哦！！ | D: 8亿人口数据【自动发货】部分看截图，解压密码在文件夹中， 数据 量大 人口 MEGA 自动发货 数据很多，压缩包一共23G， 由于文件太大我也没有解压，解压后估计50G多， 里面的数据有很多，很全，看图就完事了 | C: 数据 || 虚拟,pending,,,
1759,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:32559||market_item.xlsx|茶马古道|seller_raw:/shop/429138,sockpuppet_primary,medium,profile_lexical_neighbor,1.773848,different_alias,false,中文暗网交易市场,茶马古道,32559,/shop/429138,,,,,,0.234503,0.183415,T: 数字货币交易平台一手shell || 数字货币交易平台一手shell | C: 数据资源,T: 数字货币交易所源码 || 手工注册微信 低价 | D: 接号后需要 马上确认收货 小本买卖 人一直都在放心拍 | C: 虚拟 || 数据,pending,,,
1760,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:569682||market_item.xlsx|茶马古道|seller_raw:/shop/407896,sockpuppet_primary,high,shared_description_clone,5.532458,different_alias,false,中文暗网交易市场,茶马古道,569682,/shop/407896,,,然后催他微信转给你或者你所谓的朋友 如果他说没到账你就说我这卡是半小时或者1小时延迟到账的 还可以用在鸡托上面（纯诈那种的） 比如已经要了服务费了 这时候你告诉他，老板要保证金，上次一个客户变态把我们姐妹都给搞出血了,,,0.0,0.266229,T: 最新电商打假赔偿退款不退货教程小白也可轻松操作致富野路子 || 教你如何免费获得海量最新高质量的黄色资源 | D: 侵权或者倒卖必究，20刀这个价格一点都不过分，学会了终身受益，懂的人自然懂，包里起码几千个源码，说实话要不是最近懒得整理了我都不想卖，永恒之蓝的源码也有，光这些就远远超过了20刀的价值，工具包的相关说明在截图上，内容都非常丰富，每一项技能都融会贯通的，由浅入深，涉及到每个领域，光靠一个项目一步冲天是不可取的，只有... | C: 基础知识 || 技术技能,T: 抖音号，陌陌号，soul号，探探，积木，支付宝，QQ等各种号出售 || 出各种设交账号，出粉，要的联系！ | D: 活跃的号近半年朋友圈破百后面陆陆续续不能连断3条 活跃号一年 9 5D 活跃号两年 100D 活跃号三年 110D 普通的近半年朋友圈4条破30+后面陆陆续续有 普通1年 65D 普通2年 70D 普通3年 75D 垃圾号全年4条朋友圈 垃圾号1年 45D 垃圾号2年 50D 垃圾号3年 55D 123垃圾无支付... | C: 技术 || 数据,pending,,,
1761,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/419531||market_item.xlsx|茶马古道|seller_raw:/shop/445864,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.093936,different_alias,true,茶马古道,茶马古道,/shop/419531,/shop/445864,,,,技术 || 虚拟,,0.2909,0.674268,T: 求购远控 监视木马 || 求购远控 监视木马 | D: 求购银行卡支付只需要卡号密码 不需要验证码的通道，站内信联系 | C: 技术 || 虚拟,T: 寻实力渔夫，精诚合作，带小白。同步钓鱼，源码出售。搭建出款一条龙。寻求好用短信。。。 || 全网首发 茶馆自动获取口令红包口令iapp源码 | D: 比起被摁头我更害怕明天吃不饱饭 实力渔夫 杀鱼要大胆的TG@kenan88 最新更新源码，黑科技钓鱼源码 看懂私我 | C: 技术 || 虚拟,pending,,,
1762,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:238529||market_item.xlsx|茶马古道|seller_raw:/shop/451633,sockpuppet_primary,medium,profile_lexical_neighbor,1.767156,different_alias,false,中文暗网交易市场,茶马古道,238529,/shop/451633,,,,,,0.232506,0.18606,T: 5000淘宝母婴---闲人勿扰 || 5000淘宝母婴---闲人勿扰 | D: 5000淘宝母婴---闲人勿扰 一手8八毛 4000RMB---564美金 | C: 私人专拍,T: 实时快递详单 各类信息齐全 || 求购淘宝母婴月内信息 | D: 长期求购淘宝母婴月内信息，需要少量测试，有货的老板联系tg：omggggo | C: 数据,reviewed,negative,codex_conservative_boundary_review_20260421,"codex_review: negative; high semantic similarity but strong profile/style divergence, no direct identity anchor, and not retained by graph support."
1763,text_clone_primary,market_item.xlsx|中文暗网交易市场|seller_raw:565793||market_item.xlsx|茶马古道|seller_raw:/shop/412484,sockpuppet_primary,high,shared_description_clone,5.530902,different_alias,false,中文暗网交易市场,茶马古道,565793,/shop/412484,,,如果资源有什么问题的话都可以呼叫我，在的话我会尽快回复，请不要恶意挂起或投诉 拍下后有我电报 收到信息后我会第一时间回复处理 请耐心等待 一般12小时之内回复,,,0.0,0.265451,T: 查档_开房_查所有_侦探_人肉_高级贴_14小时在线 || 24小时稳定查询业务 | D: 价格上下浮动我会在价格上调整 【个人基本信息类】 个人户籍-提供身份证号码-(拍1份) 全家户籍-提供身份证号码- 模糊查询-提供大概年龄+地区+名字-(拍5份) 犯罪记录-提供身份证号码-(拍4份) 网逃记录-提供身份证号码-(拍3份) 学信网学籍-提供身份证号码-(拍8份) 名下资产-提供身份证号码-(拍10... | C: 服务业务 || 数据资源,T: 暗网指南+教程 +翻译插件+CVV教程一篮子好货 || 高收入白领个人信息，手持身份证10G | D: 简单实用有教程 、上手快、拍下马上确认赠送价值1美元暗网地址、 虚拟商品，拍下即自动回复下载链接，拍下不接受退款，介意慎拍 | C: 数据 || 技术,pending,,,
1764,semantic_structural,market_item.xlsx|茶马古道|seller_raw:/shop/410615||market_item.xlsx|茶马古道|seller_raw:/shop/446104,sockpuppet_primary,medium,profile_lexical_neighbor|structural_support,3.093456,different_alias,true,茶马古道,茶马古道,/shop/410615,/shop/446104,,,,四件套号卡,,0.272685,0.728673,T: 三网实名手机卡 || 三网实名手机卡 | D: 三网实名手机卡，需要的老板联系TG：soulyang | C: 四件套号卡,T: 大量收四件套三网实卡 || 大量收四件套三网实卡 | D: 大量收四件套3k三网实卡350，有保障的来 | C: 四件套号卡,pending,,,
1765,semantic_only,market_item.xlsx|中文暗网交易市场|seller_raw:453884||market_item.xlsx|茶马古道|seller_raw:/shop/430732,sockpuppet_primary,medium,profile_lexical_neighbor,1.761818,different_alias,false,中文暗网交易市场,茶马古道,453884,/shop/430732,,,,,,0.254946,0.116071,T: 20美元起 车辆档案(三页) 名下车 车辆行驶轨迹 || 20美元起 车辆档案(三页) 名下车 车辆行驶轨迹 | D: 服务1……………………20美元 车辆档案 3页完整版 车主信息车辆信息等 参考图123 提供材料：车辆号牌 ‘1～2工作日 服务2……………………20美元 名下车辆 提供：被查人身份证号码名字 →→→注意如名下无车此服务也收费的←←← ‘1～2工作日 服务3……………………100美金 车辆卡口行驶轨迹(出三页记录... | C: 服务业务,"T: 找梯子最重要的就是稳定,不像老王小明那些钓鱼的梯子这个已经上线几年了,一直稳定没有被封过。注意免费是有时间期限的，过了免费期限可以看20秒广告继续使用累积无上限 || 【轰炸他】最有性价比的报复方式！ | D: 【查人查档 定位找人】 1：个人户籍/全家户籍/模糊找人/护照信息/原始全户户籍 2：名下车/名下房/名下银行车主档/驾驶证信息 3：查机主/名下号/三网定位/手机反查机主 4：身份证轨迹（人轨）/大关联/银行卡反查/银行流水/支付宝流水 5：犯罪记录/网逃查询/照片识人 6：工商法人查询/企业法人信息/名下公司... | C: 数据 || 技术",pending,,,
