slice_name,model_id,row_count,positive_count,negative_count,prevalence,unstable_slice,bootstrap_mode,valid_bootstrap_resamples,valid_two_level_bootstrap_resamples,metric_semantics_version,pr_auc_definition,roc_auc,average_precision,average_precision_prevalence_lift,pr_auc,accuracy,balanced_accuracy,f1,precision,recall,roc_auc_ci_low,roc_auc_ci_high,roc_auc_two_level_ci_low,roc_auc_two_level_ci_high,average_precision_ci_low,average_precision_ci_high,average_precision_two_level_ci_low,average_precision_two_level_ci_high,pr_auc_ci_low,pr_auc_ci_high,pr_auc_two_level_ci_low,pr_auc_two_level_ci_high,average_precision_prevalence_lift_ci_low,average_precision_prevalence_lift_ci_high,average_precision_prevalence_lift_two_level_ci_low,average_precision_prevalence_lift_two_level_ci_high
strict_plus_soft_primary_positive_vs_all_negative,raw_bge_m3_cosine,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.691111,0.341417,2.47527325,0.326837,0.856322,0.671667,0.444444,0.47619,0.416667,0.58071233,0.8167659,0.58071233,0.8167659,0.1899698,0.53435725,0.1899698,0.53435725,0.16063578,0.51554615,0.16063578,0.51554615,1.55200027,5.16872102,1.55200027,5.16872102
strict_plus_soft_primary_positive_vs_all_negative,step9_labse_lr_l2_100pct_seed_mean,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.813889,0.516709,3.74614025,0.509764,0.752874,0.716667,0.426667,0.313725,0.666667,0.69526783,0.90239287,0.69526783,0.90239287,0.31316965,0.71587227,0.31316965,0.71587227,0.2933328,0.70898552,0.2933328,0.70898552,2.4875473,7.00703706,2.4875473,7.00703706
strict_plus_soft_primary_positive_vs_all_negative,step9_e5_lr_l2_100pct_seed_mean,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.770556,0.508705,3.68811125,0.502517,0.873563,0.646667,0.421053,0.571429,0.333333,0.61736973,0.88586283,0.61736973,0.88586283,0.30069638,0.70710445,0.30069638,0.70710445,0.2841688,0.69951475,0.2841688,0.69951475,2.35628525,7.07729639,2.35628525,7.07729639
strict_plus_soft_primary_positive_vs_all_negative,step9_bge_m3_residual_lr_100pct_seed_mean,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.800833,0.425658,3.0860205,0.415817,0.83908,0.661667,0.416667,0.416667,0.416667,0.68612843,0.8949828,0.68612843,0.8949828,0.24855115,0.63083175,0.24855115,0.63083175,0.22439463,0.6176428,0.22439463,0.6176428,2.00176817,5.96372573,2.00176817,5.96372573
strict_plus_soft_primary_positive_vs_all_negative,step9_e5_mixup_100pct_seed_mean,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.763889,0.496209,3.59751525,0.489025,0.706897,0.6725,0.37037,0.263158,0.625,0.5987507,0.8852929,0.59795605,0.88737177,0.26687308,0.6991276,0.26577213,0.69981067,0.2488134,0.68926073,0.24840503,0.69030837,2.24569821,6.4428043,2.26037798,6.44274854
strict_plus_soft_primary_positive_vs_all_negative,step9_identifier_operational_100pct_seed_mean,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.952778,0.890863,6.45875675,0.889794,0.931034,0.89,0.769231,0.714286,0.833333,0.90271533,1.0,0.90271533,1.0,0.78893205,1.0,0.78893205,1.0,0.7843896,1.0,0.7843896,1.0,4.22511814,12.50034527,4.22511814,12.50034527
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_source_only_lr_l2,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.742778,0.442324,3.206849,0.434104,0.821839,0.616667,0.340426,0.347826,0.333333,0.63438863,0.86253725,0.63415308,0.8634876,0.25940725,0.66612737,0.25807275,0.66636085,0.23363885,0.6569014,0.23360365,0.65703422,1.88484871,6.8666079,1.88393277,6.86772517
strict_plus_soft_primary_positive_vs_all_negative,step7_source_only_default_fusion,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.681389,0.289295,2.09738875,0.374362,0.545977,0.649167,0.324786,0.204301,0.791667,0.5662926,0.8250023,0.5662926,0.8250023,0.1524066,0.50297527,0.1524066,0.50297527,0.206968,0.59168012,0.206968,0.59168012,1.2849644,4.467681,1.2849644,4.467681
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m0,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.846389,0.545156,3.952381,0.539316,0.87931,0.6325,0.4,0.636364,0.291667,0.76629348,0.9336436,0.76681905,0.93371727,0.36046983,0.75713987,0.36108673,0.7559961,0.34407553,0.75032327,0.34497708,0.7500479,2.461708,8.28426647,2.4631111,8.26786577
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m1,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.779167,0.487276,3.532751,0.479793,0.718391,0.661667,0.363636,0.264151,0.583333,0.67002973,0.87572388,0.6666474,0.87519915,0.29268145,0.6855206,0.296013,0.68603282,0.26547572,0.67936335,0.27150833,0.6803692,2.23465403,6.8509849,2.25681008,6.98055663
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m2,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.789444,0.484868,3.515293,0.476277,0.827586,0.6725,0.423077,0.392857,0.458333,0.67012475,0.8805436,0.66256475,0.87868822,0.2867004,0.68748177,0.28288765,0.68367037,0.25748087,0.67962785,0.25705442,0.67494252,2.2703266,6.65211209,2.24949647,6.75444322
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m2b_matched_budget,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.790556,0.492428,3.570103,0.485598,0.775862,0.6775,0.4,0.317073,0.541667,0.67767625,0.88042318,0.67412057,0.8820215,0.30026608,0.68793488,0.29774218,0.68568662,0.28089235,0.68241743,0.2748963,0.67824315,2.28620432,6.9546253,2.26264691,6.86522541
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m3,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.798056,0.498694,3.6155315,0.491794,0.810345,0.68,0.421053,0.363636,0.5,0.68069377,0.88489705,0.67013535,0.886115,0.30616555,0.69373173,0.29645123,0.69045197,0.2858695,0.68636555,0.27146788,0.68423487,2.32923032,6.94545889,2.28093308,6.87750827
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m4,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.781944,0.453095,3.28493875,0.44196,0.729885,0.703333,0.405063,0.290909,0.666667,0.65409623,0.87551828,0.648803,0.875,0.25814493,0.6658701,0.25442888,0.66247422,0.22342075,0.65762155,0.22292875,0.65275987,2.08010907,6.24905175,2.02956027,6.21571453
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m4c_no_mixup_continuation,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.782778,0.480116,3.480841,0.472217,0.781609,0.680833,0.40625,0.325,0.541667,0.6563202,0.87645187,0.6515423,0.87547935,0.28340483,0.68182105,0.27655252,0.6769841,0.2597977,0.67459372,0.25149673,0.6691414,2.20793363,6.60259522,2.16125995,6.55285272
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m3_normalized_retrieval,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.841111,0.542828,3.935503,0.534609,0.804598,0.711667,0.451613,0.368421,0.583333,0.74008385,0.9196799,0.72810297,0.92262182,0.34643875,0.73681737,0.33691572,0.74054225,0.3206573,0.72988692,0.30993773,0.73307667,2.65518544,7.27703099,2.61842004,7.26798929
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m3_gold_only,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.788333,0.423905,3.07331125,0.408483,0.83908,0.661667,0.416667,0.416667,0.416667,0.68794715,0.88149497,0.678318,0.87683042,0.242807,0.626022,0.23723525,0.62264725,0.20767355,0.60684095,0.2036387,0.60612372,2.13947996,5.68995371,2.08780896,5.63842724
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m3_gold_plus_high_confidence_silver,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.731944,0.318731,2.31079975,0.305169,0.747126,0.713333,0.421053,0.307692,0.666667,0.59538133,0.83199817,0.5942965,0.83358365,0.15996165,0.51822125,0.1608202,0.52529562,0.13674278,0.49316235,0.13888173,0.50311732,1.53652981,4.20998394,1.53934583,4.29383947
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m5_lambda_0p1,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.808333,0.482091,3.49515975,0.474732,0.844828,0.63,0.372093,0.421053,0.333333,0.70314645,0.8908777,0.69697,0.891781,0.29193533,0.67803252,0.2818968,0.67554163,0.27339245,0.66916757,0.26328303,0.66693492,2.27172793,6.64248399,2.19462294,6.61051105
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_m5_selected,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.808333,0.482091,3.49515975,0.474732,0.844828,0.63,0.372093,0.421053,0.333333,0.70314645,0.8908777,0.69697,0.891781,0.29193533,0.67803252,0.2818968,0.67554163,0.27339245,0.66916757,0.26328303,0.66693492,2.27172793,6.64248399,2.19462294,6.61051105
strict_plus_soft_primary_positive_vs_all_negative,step15_v6_final_selected,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.781944,0.453095,3.28493875,0.44196,0.729885,0.703333,0.405063,0.290909,0.666667,0.65409623,0.87551828,0.648803,0.875,0.25814493,0.6658701,0.25442888,0.66247422,0.22342075,0.65762155,0.22292875,0.65275987,2.08010907,6.24905175,2.02956027,6.21571453
strict_plus_soft_primary_positive_vs_all_negative,step9_strongest_clean_validation_selected,174,24,150,0.13793103,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.770556,0.508705,3.68811125,0.502517,0.873563,0.646667,0.421053,0.571429,0.333333,0.61736973,0.88586283,0.61736973,0.88586283,0.30069638,0.70710445,0.30069638,0.70710445,0.2841688,0.69951475,0.2841688,0.69951475,2.35628525,7.07729639,2.35628525,7.07729639
soft_primary_positive_vs_all_negative,raw_e5_cosine,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.922222,0.408425,10.61905,0.380584,0.871795,0.853333,0.333333,0.208333,0.833333,0.7699514,0.979592,0.7699514,0.979592,0.05534315,0.66503652,0.05534315,0.66503652,0.029412,0.62129362,0.029412,0.62129362,3.81580547,27.70687703,3.81580547,27.70687703
soft_primary_positive_vs_all_negative,raw_labse_cosine,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.914444,0.525643,13.666718,0.507997,0.884615,0.86,0.357143,0.227273,0.833333,0.86456875,1.0,0.86456875,1.0,0.11508138,1.0,0.11508138,1.0,0.0625,1.0,0.0625,1.0,6.88184803,73.1125,6.88184803,73.1125
soft_primary_positive_vs_all_negative,raw_bge_m3_cosine,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.851111,0.178628,4.644328,0.144691,0.916667,0.796667,0.380952,0.266667,0.666667,0.7519309,0.96755315,0.7519309,0.96755315,0.08578965,0.39191652,0.08578965,0.39191652,0.04739155,0.2881804,0.04739155,0.2881804,3.01160761,19.0,3.01160761,19.0
soft_primary_positive_vs_all_negative,step9_labse_lr_l2_100pct_seed_mean,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.963333,0.681319,17.714294,0.668681,0.775641,0.883333,0.255319,0.146341,1.0,0.91843438,1.0,0.91843438,1.0,0.357738,1.0,0.357738,1.0,0.30408133,1.0,0.30408133,1.0,7.58621518,149.0,7.58621518,149.0
soft_primary_positive_vs_all_negative,step9_e5_lr_l2_100pct_seed_mean,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.964444,0.670713,17.438538,0.658273,0.948718,0.813333,0.5,0.4,0.666667,0.9211841,1.0,0.9211841,1.0,0.33289425,1.0,0.33289425,1.0,0.24528045,1.0,0.24528045,1.0,7.44862327,149.0,7.44862327,149.0
soft_primary_positive_vs_all_negative,step9_bge_m3_residual_lr_100pct_seed_mean,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.885556,0.330494,8.592844,0.308586,0.897436,0.786667,0.333333,0.222222,0.666667,0.8012254,1.0,0.8012254,1.0,0.07995145,1.0,0.07995145,1.0,0.049448,1.0,0.049448,1.0,3.07416069,70.1125,3.07416069,70.1125
soft_primary_positive_vs_all_negative,step9_e5_mixup_100pct_seed_mean,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.975556,0.720238,18.726188,0.706599,0.730769,0.86,0.222222,0.125,1.0,0.946009,1.0,0.94641955,1.0,0.4065926,1.0,0.41090233,1.0,0.31195898,1.0,0.32338498,1.0,8.63577952,149.0,8.70141371,149.0
soft_primary_positive_vs_all_negative,step9_identifier_operational_100pct_seed_mean,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.862222,0.573308,14.906008,0.566536,0.929487,0.723333,0.352941,0.272727,0.5,0.72129945,1.0,0.72129945,1.0,0.1229467,1.0,0.1229467,1.0,0.08574573,1.0,0.08574573,1.0,3.44137632,149.0,3.44137632,149.0
soft_primary_positive_vs_all_negative,step15_v6_source_only_lr_l2,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.877778,0.527271,13.709046,0.513896,0.884615,0.7,0.25,0.166667,0.5,0.7567498,1.0,0.75859775,1.0,0.1129352,1.0,0.11330333,1.0,0.07780013,1.0,0.07808223,1.0,3.10962123,145.0,3.10526169,145.0
soft_primary_positive_vs_all_negative,step7_source_only_default_fusion,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.701667,0.191183,4.970758,0.366043,0.512821,0.586667,0.095238,0.051282,0.666667,0.45160253,0.9924936,0.45160253,0.9924936,0.0396048,0.625,0.0396048,0.625,0.02994833,0.8125,0.02994833,0.8125,1.04828345,30.2,1.04828345,30.2
soft_primary_positive_vs_all_negative,step15_v6_m0,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.912222,0.586943,15.260518,0.579208,0.955128,0.736667,0.461538,0.428571,0.5,0.81806638,1.0,0.81857438,1.0,0.1563734,1.0,0.15703215,1.0,0.1133921,1.0,0.11389275,1.0,4.12522949,149.0,4.1297599,149.0
soft_primary_positive_vs_all_negative,step15_v6_m1,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.932222,0.591856,15.388256,0.574238,0.74359,0.786667,0.2,0.113636,0.833333,0.86071838,1.0,0.8575195,1.0,0.21416698,1.0,0.2097926,1.0,0.14089063,1.0,0.13664618,1.0,5.71919833,145.0,5.53683252,144.0
soft_primary_positive_vs_all_negative,step15_v6_m2,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.945556,0.610165,15.86429,0.591688,0.884615,0.86,0.357143,0.227273,0.833333,0.8870533,1.0,0.88171122,1.0,0.2462329,1.0,0.24356495,1.0,0.166667,1.0,0.166667,1.0,6.33277225,145.0,6.31724873,147.0
soft_primary_positive_vs_all_negative,step15_v6_m2b_matched_budget,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.938889,0.641477,16.678402,0.630429,0.814103,0.823333,0.25641,0.151515,0.833333,0.87338182,1.0,0.87001628,1.0,0.27167528,1.0,0.23438505,1.0,0.18586088,1.0,0.16184763,1.0,6.23175932,149.0,5.99054477,148.225
soft_primary_positive_vs_all_negative,step15_v6_m3,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.942222,0.640552,16.654352,0.629502,0.858974,0.846667,0.3125,0.192308,0.833333,0.87662205,1.0,0.8747647,1.0,0.26235898,1.0,0.21810408,1.0,0.18551373,1.0,0.14499433,1.0,6.21084682,149.0,5.89224537,147.225
soft_primary_positive_vs_all_negative,step15_v6_m4,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.935556,0.49761,12.93786,0.464523,0.75,0.87,0.235294,0.133333,1.0,0.87154215,1.0,0.8695308,1.0,0.166667,1.0,0.166667,1.0,0.10821615,1.0,0.10704435,1.0,5.13534631,128.0,4.99797583,134.225
soft_primary_positive_vs_all_negative,step15_v6_m4c_no_mixup_continuation,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.938889,0.597751,15.541526,0.579828,0.820513,0.826667,0.263158,0.15625,0.833333,0.87278848,1.0,0.8735609,1.0,0.21788703,1.0,0.19557823,1.0,0.14708173,1.0,0.1279153,1.0,5.84282864,144.0,5.67285782,144.0
soft_primary_positive_vs_all_negative,step15_v6_m3_normalized_retrieval,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.946667,0.600148,15.603848,0.579538,0.839744,0.836667,0.285714,0.172414,0.833333,0.89531193,1.0,0.89093085,1.0,0.20187705,1.0,0.2,1.0,0.1271339,1.0,0.125,1.0,6.93945386,143.0,6.62572851,142.0
soft_primary_positive_vs_all_negative,step15_v6_m3_gold_only,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.917778,0.404869,10.526594,0.375443,0.891026,0.703333,0.26087,0.176471,0.5,0.82021703,1.0,0.80712028,1.0,0.0740632,1.0,0.066667,1.0,0.03814138,1.0,0.034483,1.0,4.47045407,70.6125,4.081077,71.5
soft_primary_positive_vs_all_negative,step15_v6_m3_gold_plus_high_confidence_silver,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.911111,0.339206,8.819356,0.317751,0.769231,0.88,0.25,0.142857,1.0,0.850746,1.0,0.84966513,1.0,0.08288378,1.0,0.07912483,1.0,0.045455,1.0,0.045455,1.0,3.7640702,70.1125,3.73291206,70.1125
soft_primary_positive_vs_all_negative,step15_v6_m5_lambda_0p1,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.94,0.543697,14.136122,0.524877,0.923077,0.88,0.454545,0.3125,0.833333,0.8807329,1.0,0.87794695,1.0,0.1595843,1.0,0.15507405,1.0,0.1,1.0,0.0995662,1.0,5.60153842,142.0,5.5031435,142.0
soft_primary_positive_vs_all_negative,step15_v6_m5_selected,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.94,0.543697,14.136122,0.524877,0.923077,0.88,0.454545,0.3125,0.833333,0.8807329,1.0,0.87794695,1.0,0.1595843,1.0,0.15507405,1.0,0.1,1.0,0.0995662,1.0,5.60153842,142.0,5.5031435,142.0
soft_primary_positive_vs_all_negative,step15_v6_final_selected,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.935556,0.49761,12.93786,0.464523,0.75,0.87,0.235294,0.133333,1.0,0.87154215,1.0,0.8695308,1.0,0.166667,1.0,0.166667,1.0,0.10821615,1.0,0.10704435,1.0,5.13534631,128.0,4.99797583,134.225
soft_primary_positive_vs_all_negative,step9_strongest_clean_validation_selected,156,6,150,0.03846154,True,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,4912,4912,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.964444,0.670713,17.438538,0.658273,0.948718,0.813333,0.5,0.4,0.666667,0.9211841,1.0,0.9211841,1.0,0.33289425,1.0,0.33289425,1.0,0.24528045,1.0,0.24528045,1.0,7.44862327,149.0,7.44862327,149.0
secondary_positive_vs_all_negative,raw_e5_cosine,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.732308,0.388797,2.63185662,0.377947,0.823864,0.705897,0.474576,0.424242,0.538462,0.59693452,0.8674964,0.59693452,0.8674964,0.2235196,0.60022197,0.2235196,0.60022197,0.2015479,0.5811762,0.2015479,0.5811762,1.64862218,4.76118809,1.64862218,4.76118809
secondary_positive_vs_all_negative,raw_labse_cosine,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.80641,0.460086,3.11442831,0.448785,0.818182,0.654872,0.407407,0.392857,0.423077,0.6906167,0.90807623,0.6906167,0.90807623,0.28327623,0.66083887,0.28327623,0.66083887,0.2541897,0.64801175,0.2541897,0.64801175,2.04856735,5.4282985,2.04856735,5.4282985
secondary_positive_vs_all_negative,raw_bge_m3_cosine,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.802308,0.427895,2.89652,0.413345,0.846591,0.655641,0.425532,0.47619,0.384615,0.6995218,0.8968842,0.6995218,0.8968842,0.25827673,0.63967447,0.25827673,0.63967447,0.22943228,0.62186972,0.22943228,0.62186972,2.04402914,4.79076791,2.04402914,4.79076791
secondary_positive_vs_all_negative,step9_labse_lr_l2_100pct_seed_mean,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.847436,0.435776,2.94986831,0.424388,0.767045,0.767949,0.493827,0.363636,0.769231,0.76304757,0.91917595,0.76304757,0.91917595,0.25904545,0.65355407,0.25904545,0.65355407,0.23351493,0.63720497,0.23351493,0.63720497,2.05155054,4.91705591,2.05155054,4.91705591
secondary_positive_vs_all_negative,step9_e5_lr_l2_100pct_seed_mean,176,26,150,0.14772727,False,primary_split_component_fixed_seed_mean_with_supplemental_two_level_seed_and_component,5000,5000,2026-07-v2-tie-aware,trapezoidal_area_under_tie_grouped_precision_recall_curve,0.760769,0.39037,2.64250462,0.379554,0.846591,0.576154,0.27027,0.454545,0.192308,0.63821425,0.86253725,0.63821425,0.86253725,0.2049646,0.60732122,0.2049646,0.60732122,0.18484,0.59111602,0.18484,0.59111602,1.685721,4.43387298,1.685721,4.43387298
